################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3140214576422546E+00 a       125     0     7     1     5
  2.4500907007776682E+00 a       126     0     7     1     6
  3.3614421942397672E+00 a       127     0     7     1     7
  4.2470131926292364E-02 a       128     0     7     1     8
  3.1299635431460029E+00 a       129     0     7     1     9
  2.8927660258084851E+00 a       130     0     7     1    10
  4.1033099492143057E+00 a       131     0     7     1    11
  1.4358074484871619E+00 a       132     0     7     1    12
 -7.6348596190274021E-01 a       133     0     7     1    13
  2.3624935500095373E-01 a       134     0     7     1    14
  1.0763037723118997E-01 a       135     0     7     1    15
  2.6250049238100468E+00 a       136     0     7     1    16
 -2.9954203177653156E+00 a       137     0     7     1    17
  8.9016326034337634E-01 a       138     0     7     1    18
  9.5576595666207587E-01 a       139     0     7     1    19
 -9.9088166496426056E-01 a       140     0     7     1    20
  2.0611785233148434E+00 a       141     0     8     1     1
  4.2318438913609685E-01 a       142     0     8     1     2
  1.5201577286516295E+00 a       143     0     8     1     3
 -3.6440224009326201E+00 a       144     0     8     1     4
 -9.4996795655636190E-01 a       145     0     8     1     5
 -1.1268237760933568E+00 a       146     0     8     1     6
 -1.6250239851250438E-02 a       147     0     8     1     7
 -9.5618226683552521E-01 a       148     0     8     1     8
  4.3858025181931461E+00 a       149     0     8     1     9
 -1.2895786110786660E+00 a       150     0     8     1    10
 -2.8244246950821199E+00 a       151     0     8     1    11
  3.7702590813314178E+00 a       152     0     8     1    12
  4.3313694516061254E+00 a       153     0     8     1    13
 -2.0907667881901295E+00 a       154     0     8     1    14
 -3.0225112393820659E+00 a       155     0     8     1    15
  2.6085599149197858E+00 a       156     0     8     1    16
  1.6785906624201801E+00 a       157     0     8     1    17
 -1.3908464440563271E+00 a       158     0     8     1    18
 -7.6083954272918941E-01 a       159     0     8     1    19
 -1.2821147293012842E+00 a       160     0     8     1    20
 -1.1209796080351411E+00 a       161     0     9     1     1
  1.6984952975131662E+00 a       162     0     9     1     2
 -2.7336436981703596E+00 a       163     0     9     1     3
  1.5910069842419972E+00 a       164     0     9     1     4
  3.0007943051653814E+00 a       165     0     9     1     5
 -4.2573535848734245E-01 a       166     0     9     1     6
  1.6948970649179123E+00 a       167     0     9     1     7
  9.1039282587686721E-01 a       168     0     9     1     8
 -3.1971016077343486E+00 a       169     0     9     1     9
  4.2010064415208610E-02 a       170     0     9     1    10
  2.4104447453620748E+00 a       171     0     9     1    11
  1.3330752323350237E-01 a       172     0     9     1    12
 -5.1788303140104608E+00 a       173     0     9     1    13
  9.2225067848707609E-01 a       174     0     9     1    14
  8.3340258384471821E-01 a       175     0     9     1    15
 -2.1305095781941517E+00 a       176     0     9     1    16
  2.9242885662560631E+00 a       177     0     9     1    17
  1.8296516655487753E+00 a       178     0     9     1    18
  1.7334807860555421E+00 a       179     0     9     1    19
 -4.5024315005875809E-01 a       180     0     9     1    20
  4.1386045746957328E-01 a       181     0    10     1     1
  4.3011570882960093E-01 a       182     0    10     1     2
 -2.1979001652461507E+00 a       183     0    10     1     3
 -1.1092758041689770E+00 a       184     0    10     1     4
  9.5054928647421520E-03 a       185     0    10     1     5
 -1.2334465956704856E+00 a       186     0    10     1     6
 -1.8675537068293453E+00 a       187     0    10     1     7
 -8.4176331105043689E-01 a       188     0    10     1     8
 -1.1075241728973013E+00 a       189     0    10     1     9
 -1.9434394670465989E+00 a       190     0    10     1    10
 -2.3184393973658985E+00 a       191     0    10     1    11
 -1.4737576350083117E+00 a       192     0    10     1    12
  4.1541713437777833E-01 a       193     0    10     1    13
  1.6927420076136160E-01 a       194     0    10     1    14
  2.6455241902863247E-03 a       195     0    10     1    15
 -1.8293545882445905E+00 a       196     0    10     1    16
  2.5171390835693188E+00 a       197     0    10     1    17
  2.1103461528825194E+00 a       198     0    10     1    18
 -3.8553499612704839E-01 a       199     0    10     1    19
 -4.2785369416231395E-01 a       200     0    10     1    20
  4.4999410637880916E-01 a       201     0    11     1     1
 -7.7849695438928102E-03 a       202     0    11     1     2
  1.9723045877588090E+00 a       203     0    11     1     3
 -1.2993179118617799E+00 a       204     0    11     1     4
 -2.7374937398845405E+00 a       205     0    11     1     5
 -1.2912595974909744E+00 a       206     0    11     1     6
  6.6548047221926351E-02 a       207     0    11     1     7
 -8.3110832627673625E-01 a       208     0    11     1     8
  2.8595253673438261E+00 a       209     0    11     1     9
  1.4304530249336316E+00 a       210     0    11     1    10
 -1.6151548148644372E+00 a       211     0    11     1    11
 -6.2867205784571459E-02 a       212     0    11     1    12
  3.4377215028363342E+00 a       213     0    11     1    13
 -6.6021436135358147E-01 a       214     0    11     1    14
 -9.4130909096433801E-01 a       215     0    11     1    15
  2.0747003822751044E+00 a       216     0    11     1    16
 -6.8381433796293365E+00 a       217     0    11     1    17
 -2.0516363060061220E+00 a       218     0    11     1    18
 -3.4687887421495484E-01 a       219     0    11     1    19
  8.1740675706702681E-01 a       220     0    11     1    20
 -3.5379420192966565E-01 a       221     0    12     1     1
  1.2127955038532166E-02 a       222     0    12     1     2
  2.8753120305251828E-01 a       223     0    12     1     3
  3.1663059257811310E-01 a       224     0    12     1     4
 -6.9356750511038046E-01 a       225     0    12     1     5
  5.9048674932119738E-01 a       226     0    12     1     6
  2.2222167599422654E-01 a       227     0    12     1     7
  2.7309494301591442E-01 a       228     0    12     1     8
 -5.0692122064779077E-01 a       229     0    12     1     9
 -9.1682974677599638E-01 a       230     0    12     1    10
 -4.7873929112555343E-02 a       231     0    12     1    11
  1.3400306351619037E-01 a       232     0    12     1    12
 -2.7332393897449225E-01 a       233     0    12     1    13
 -1.5512781162784786E-01 a       234     0    12     1    14
  1.0093314199097182E-01 a       235     0    12     1    15
 -8.6447399378354439E-02 a       236     0    12     1    16
 -1.0864432569913014E+00 a       237     0    12     1    17
 -2.1034457914046429E+00 a       238     0    12     1    18
  6.5237615541576488E-01 a       239     0    12     1    19
  4.3658164939153399E-01 a       240     0    12     1    20
 -3.2423633092036325E-01 a       241     0    13     1     1
 -1.3589155134447103E-01 a       242     0    13     1     2
 -7.8502042862486998E-01 a       243     0    13     1     3
 -1.8143543692607222E-01 a       244     0    13     1     4
  1.2157139217883937E+00 a       245     0    13     1     5
  1.3812736231377569E+00 a       246     0    13     1     6
  1.5410618381480415E-01 a       247     0    13     1     7
  6.3729949985697942E-01 a       248     0    13     1     8
 -6.4938301696828321E-02 a       249     0    13     1     9
 -1.6567051079910582E+00 a       250     0    13     1    10
  1.5583916075727833E-02 a       251     0    13     1    11
  4.5627785492938511E-01 a       252     0    13     1    12
 -4.0512981373804138E+00 a       253     0    13     1    13
  2.6042318730733460E-01 a       254     0    13     1    14
  4.1375696834141990E-01 a       255     0    13     1    15
 -2.4584420178785034E+00 a       256     0    13     1    16
  2.6995330811607365E+00 a       257     0    13     1    17
  1.2212950160229502E-01 a       258     0    13     1    18
  7.9116657557695413E-01 a       259     0    13     1    19
 -5.6702983161562470E-01 a       260     0    13     1    20
  8.3767613623201426E-02 a       261     0    14     1     1
  1.2618298306762060E-01 a       262     0    14     1     2
  2.2178345934842683E-01 a       263     0    14     1     3
 -6.0479561950702954E-01 a       264     0    14     1     4
  1.0150146910385309E+00 a       265     0    14     1     5
  4.7325647158702001E-02 a       266     0    14     1     6
 -3.3416947026296340E-01 a       267     0    14     1     7
 -5.0292697658001144E-02 a       268     0    14     1     8
  1.0699317718418033E+00 a       269     0    14     1     9
  1.3226206820613942E-01 a       270     0    14     1    10
 -8.4758601502187159E-01 a       271     0    14     1    11
  3.4417667085535086E-01 a       272     0    14     1    12
 -3.5455454854917950E-01 a       273     0    14     1    13
 -4.9135388491488419E-01 a       274     0    14     1    14
 -3.2141335270894861E-01 a       275     0    14     1    15
 -4.5245906984681844E-01 a       276     0    14     1    16
 -2.0570257387485813E+00 a       277     0    14     1    17
  1.2429973657277608E-01 a       278     0    14     1    18
  9.9205432551853567E-01 a       279     0    14     1    19
  4.1447114960805935E-02 a       280     0    14     1    20
 -1.3535367740323382E-02 a       281     0    15     1     1
  8.7508974165217329E-02 a       282     0    15     1     2
  4.3610252120553344E-01 a       283     0    15     1     3
  1.2042767295438199E+00 a       284     0    15     1     4
 -5.2688457677398562E-02 a       285     0    15     1     5
 -3.8075911110031063E-01 a       286     0    15     1     6
 -1.0877604538317485E-01 a       287     0    15     1     7
  5.7860385969361931E-02 a       288     0    15     1     8
 -6.2094746174040061E-01 a       289     0    15     1     9
  8.9329755414797385E-01 a       290     0    15     1    10
  6.1853619789530234E-01 a       291     0    15     1    11
 -5.5615784346279340E-01 a       292     0    15     1    12
  2.1546930297737577E+00 a       293     0    15     1    13
 -4.7898279395063609E-02 a       294     0    15     1    14
 -6.0495192710699652E-01 a       295     0    15     1    15
  1.0860993892339810E+00 a       296     0    15     1    16
  4.4097893094017676E-01 a       297     0    15     1    17
  9.1723762725486491E-01 a       298     0    15     1    18
 -3.7666887136380239E-01 a       299     0    15     1    19
  1.2220386904596200E-01 a       300     0    15     1    20
 -1.4233439764447187E-01 a       301     0    16     1     1
 -7.9852687478273399E-01 a       302     0    16     1     2
 -3.0085073719252836E-01 a       303     0    16     1     3
  3.6784622282466629E-02 a       304     0    16     1     4
 -5.5953423546614212E-01 a       305     0    16     1     5
 -4.2121722212025181E-01 a       306     0    16     1     6
 -4.5410780127694345E-01 a       307     0    16     1     7
  4.0076687779606247E-02 a       308     0    16     1     8
 -4.3997591219603616E-01 a       309     0    16     1     9
  6.9304844241717534E-01 a       310     0    16     1    10
 -3.0216308177234964E-02 a       311     0    16     1    11
 -5.4713244659869698E-01 a       312     0    16     1    12
  2.2984616777375838E-01 a       313     0    16     1    13
 -5.2419057249607569E-02 a       314     0    16     1    14
  3.4331916343632918E-01 a       315     0    16     1    15
 -3.2532835854588382E-01 a       316     0    16     1    16
  2.6929044221645992E+00 a       317     0    16     1    17
  1.0015030166351452E-01 a       318     0    16     1    18
 -6.4737362941093646E-01 a       319     0    16     1    19
 -8.9980915705209363E-01 a       320     0    16     1    20
  2.3722160165084832E-01 a       321     0    17     1     1
 -8.6232229853098183E-02 a       322     0    17     1     2
 -6.0481686288644398E-01 a       323     0    17     1     3
 -1.9146570095734014E-01 a       324     0    17     1     4
 -1.9198383640510047E-02 a       325     0    17     1     5
 -5.5732607835183834E-01 a       326     0    17     1     6
  2.9094257249882843E-01 a       327     0    17     1     7
  8.8210328624775319E-02 a       328     0    17     1     8
  4.2689266272371534E-01 a       329     0    17     1     9
  5.3157979695345980E-01 a       330     0    17     1    10
  1.5922840068711810E-01 a       331     0    17     1    11
  2.2052705888120522E-01 a       332     0    17     1    12
 -1.4078057995896895E-01 a       333     0    17     1    13
 -1.9257437835330911E-02 a       334     0    17     1    14
 -2.5983751940041395E-02 a       335     0    17     1    15
  3.8129637547520023E-02 a       336     0    17     1    16
 -1.0384707064166268E-01 a       337     0    17     1    17
  2.2486616839966705E-01 a       338     0    17     1    18
  2.1486843184196502E-01 a       339     0    17     1    19
 -2.2526976845287809E-02 a       340     0    17     1    20
 -6.2343762620267425E-02 a       341     0    18     1     1
 -1.4327745278719287E-01 a       342     0    18     1     2
 -2.5071441869344391E-01 a       343     0    18     1     3
 -2.7578728991410234E-01 a       344     0    18     1     4
  3.3699433879207286E-01 a       345     0    18     1     5
  3.6981525952095756E-01 a       346     0    18     1     6
  3.1019842675457826E-01 a       347     0    18     1     7
 -1.0256789064636194E-01 a       348     0    18     1     8
  3.2358669534262952E-01 a       349     0    18     1     9
 -7.7807249253548882E-01 a       350     0    18     1    10
 -7.3770889047590393E-01 a       351     0    18     1    11
  8.2730368325289583E-01 a       352     0    18     1    12
 -1.4394955164684770E-01 a       353     0    18     1    13
 -3.7425620001668718E-03 a       354     0    18     1    14
 -1.4119007345568355E-01 a       355     0    18     1    15
 -1.9177027966566085E-01 a       356     0    18     1    16
 -1.1268324739064546E+00 a       357     0    18     1    17
 -1.5513603168757961E-01 a       358     0    18     1    18
 -3.9593371885200540E-01 a       359     0    18     1    19
  1.6203800360225018E-01 a       360     0    18     1    20
 -1.9467472687169220E-02 a       361     0    19     1     1
  2.5596615886346019E-01 a       362     0    19     1     2
  9.8454208832637918E-02 a       363     0    19     1     3
 -1.8451655951289937E-02 a       364     0    19     1     4
  8.3314108654624769E-02 a       365     0    19     1     5
  2.5490623265045437E-01 a       366     0    19     1     6
 -1.1954220492398766E-01 a       367     0    19     1     7
  1.3531469854035411E-01 a       368     0    19     1     8
 -2.5984062983657369E-01 a       369     0    19     1     9
 -7.9773783031652765E-02 a       370     0    19     1    10
  7.4525341520428201E-01 a       371     0    19     1    11
  2.3846195306899942E-01 a       372     0    19     1    12
 -6.1027130772720983E-02 a       373     0    19     1    13
  4.7551002754027316E-01 a       374     0    19     1    14
 -7.7644824402522447E-02 a       375     0    19     1    15
  1.5561649730648286E-01 a       376     0    19     1    16
  5.4600329856379282E-01 a       377     0    19     1    17
  1.1743756078172239E-01 a       378     0    19     1    18
  1.2989468438085092E-01 a       379     0    19     1    19
 -3.7956813568619990E-01 a       380     0    19     1    20
 -1.3442017696875541E-01 a       381     0    20     1     1
 -2.4196440487959070E-01 a       382     0    20     1     2
  1.6913239418378398E-01 a       383     0    20     1     3
  3.5287538058429935E-01 a       384     0    20     1     4
  1.2312811850567598E-01 a       385     0    20     1     5
 -5.9910141536592143E-01 a       386     0    20     1     6
 -1.0125942669442274E+00 a       387     0    20     1     7
  2.6844216904143736E-01 a       388     0    20     1     8
 -6.9750799294809085E-01 a       389     0    20     1     9
  1.8562360203909656E+00 a       390     0    20     1    10
  5.7862027677914915E-02 a       391     0    20     1    11
 -1.7064949723823486E+00 a       392     0    20     1    12
  8.3832885409562452E-01 a       393     0    20     1    13
 -1.0956318730979673E+00 a       394     0    20     1    14
  5.4022696246841841E-02 a       395     0    20     1    15
 -1.7150974923849038E-01 a       396     0    20     1    16
  2.1848391063157928E+00 a       397     0    20     1    17
  2.3403951147443416E-01 a       398     0    20     1    18
  9.3506803661742399E-01 a       399     0    20     1    19
  1.4787552096307677E-01 a       400     0    20     1    20
  6.4071749001364597E-01 a       401     0    21     1     1
  3.8129080058770609E-01 a       402     0    21     1     2
 -3.8677413845358353E+00 a       403     0    21     1     3
 -8.1013244602506895E-01 a       404     0    21     1     4
 -1.8710822736230801E+00 a       405     0    21     1     5
 -2.1411347279916186E+00 a       406     0    21     1     6
  8.5697137966682402E-01 a       407     0    21     1     7
  1.7842859453779941E-01 a       408     0    21     1     8
 -7.4587916164307200E-01 a       409     0    21     1     9
 -2.1734787556474164E-01 a       410     0    21     1    10
 -2.9717467464465894E+00 a       411     0    21     1    11
  7.1684683514501835E-01 a       412     0    21     1    12
  1.3069838451688964E+00 a       413     0    21     1    13
 -1.0523670792648219E+00 a       414     0    21     1    14
  4.0561963279732050E-02 a       415     0    21     1    15
  5.5406573296846708E-02 a       416     0    21     1    16
 -2.0899709066844885E+00 a       417     0    21     1    17
 -3.7416750962111028E-01 a       418     0    21     1    18
  6.0949504978756952E-02 a       419     0    21     1    19
 -3.5995130569916578E-01 a       420     0    21     1    20
  2.5696273486660016E-02 a       421     0    22     1     1
  1.5920213802071709E-01 a       422     0    22     1     2
  2.4335505204787977E+00 a       423     0    22     1     3
  8.0195175437523492E-01 a       424     0    22     1     4
  1.3240106462927399E+00 a       425     0    22     1     5
  2.1260998223437495E+00 a       426     0    22     1     6
 -1.6983043604023402E+00 a       427     0    22     1     7
 -1.7202131033695625E-01 a       428     0    22     1     8
 -4.2706805916506517E-02 a       429     0    22     1     9
 -9.1571034368131388E-01 a       430     0    22     1    10
  7.1358897941740806E-01 a       431     0    22     1    11
 -1.0810722620561559E+00 a       432     0    22     1    12
 -5.5978330814782529E-01 a       433     0    22     1    13
  4.5361377390331480E-03 a       434     0    22     1    14
  2.7473603588579676E-01 a       435     0    22     1    15
  2.8013197541058876E-01 a       436     0    22     1    16
 -1.5619755459154432E+00 a       437     0    22     1    17
 -4.9404931128205461E-03 a       438     0    22     1    18
  3.3198562740916421E-01 a       439     0    22     1    19
  5.0562811752727777E-01 a       440     0    22     1    20
 -1.5411526955116051E+00 a       441     0    23     1     1
  1.4982293041077372E+00 a       442     0    23     1     2
  4.8620571667078485E+00 a       443     0    23     1     3
  1.5233214392994354E+00 a       444     0    23     1     4
 -3.4131065984462533E-01 a       445     0    23     1     5
  1.0102980887587538E+00 a       446     0    23     1     6
 -8.1111850622233556E-02 a       447     0    23     1     7
  6.9753717026551171E-02 a       448     0    23     1     8
 -6.6520306300955634E-01 a       449     0    23     1     9
  3.6781532179120999E+00 a       450     0    23     1    10
  2.7852297168377680E+00 a       451     0    23     1    11
 -2.0253570342990046E+00 a       452     0    23     1    12
 -6.3787047748087611E-01 a       453     0    23     1    13
  1.1801263665700508E+00 a       454     0    23     1    14
  7.8402370776340535E-01 a       455     0    23     1    15
  5.1302184632298520E-01 a       456     0    23     1    16
  2.4607346852218317E+00 a       457     0    23     1    17
  7.6522866080690310E-01 a       458     0    23     1    18
 -1.2239818753899616E+00 a       459     0    23     1    19
  1.5137422177769910E+00 a       460     0    23     1    20
  8.1276121362833775E-01 a       461     0    24     1     1
 -3.8985754960675029E-01 a       462     0    24     1     2
 -1.5742302179885637E+00 a       463     0    24     1     3
 -3.9027473659770240E-01 a       464     0    24     1     4
  1.3116728137465099E+00 a       465     0    24     1     5
 -9.8643948717600893E-01 a       466     0    24     1     6
  1.3598954112225721E+00 a       467     0    24     1     7
  1.6106430195892607E-01 a       468     0    24     1     8
  8.7649208996789174E-01 a       469     0    24     1     9
  3.3652713435110518E-02 a       470     0    24     1    10
 -9.2381878515930949E-01 a       471     0    24     1    11
  2.2135640945371601E-01 a       472     0    24     1    12
 -1.4105754372217177E-01 a       473     0    24     1    13
 -4.1388064331005302E-02 a       474     0    24     1    14
 -2.6938434187679461E-01 a       475     0    24     1    15
 -6.3910486154908297E-02 a       476     0    24     1    16
  2.6299035073819732E-01 a       477     0    24     1    17
  1.1200255597799706E+00 a       478     0    24     1    18
  2.3122872574111880E-01 a       479     0    24     1    19
 -2.1825034906861163E-01 a       480     0    24     1    20
 -4.9478980161736813E-01 a       481     0    25     1     1
  4.3545212231785413E-01 a       482     0    25     1     2
  1.9161129452634771E+00 a       483     0    25     1     3
  1.1955061011980099E+00 a       484     0    25     1     4
  1.0425426882386839E+00 a       485     0    25     1     5
  8.7040244312068904E-01 a       486     0    25     1     6
 -9.8817784035005324E-02 a       487     0    25     1     7
  2.1736673768396972E-01 a       488     0    25     1     8
  1.8884478153238751E-01 a       489     0    25     1     9
  1.2505188567557197E+00 a       490     0    25     1    10
  1.4583874064629565E+00 a       491     0    25     1    11
 -1.0913056751031507E+00 a       492     0    25     1    12
 -3.8746209426929468E-01 a       493     0    25     1    13
  1.6334372004233197E-01 a       494     0    25     1    14
 -6.4546042572123610E-02 a       495     0    25     1    15
  7.9360106063827807E-01 a       496     0    25     1    16
  2.4334544533911520E+00 a       497     0    25     1    17
  1.5552493103301207E-01 a       498     0    25     1    18
 -3.1820073984550619E-02 a       499     0    25     1    19
  4.0990214924565560E-01 a       500     0    25     1    20
  6.6093475838485571E-01 a       501     0    26     1     1
 -1.4351667694712567E+00 a       502     0    26     1     2
 -2.1904491350863387E+00 a       503     0    26     1     3
 -5.5359894763064332E-01 a       504     0    26     1     4
 -4.7015297689157526E-01 a       505     0    26     1     5
 -8.6657947237412103E-01 a       506     0    26     1     6
 -5.9060481458228220E-01 a       507     0    26     1     7
 -5.4674505507096904E-02 a       508     0    26     1     8
 -8.9537887867555754E-01 a       509     0    26     1     9
 -1.9267732022789237E+00 a       510     0    26     1    10
 -3.7645109398571652E-01 a       511     0    26     1    11
  7.3346783659724701E-01 a       512     0    26     1    12
  7.7436698806258475E-01 a       513     0    26     1    13
  2.3570905174181708E-01 a       514     0    26     1    14
  3.1869016721386666E-02 a       515     0    26     1    15
 -2.2392253875106932E-01 a       516     0    26     1    16
  6.2180968205513831E-01 a       517     0    26     1    17
  4.2872747198311745E-01 a       518     0    26     1    18
 -1.2072207113356948E+00 a       519     0    26     1    19
 -1.3410563622556841E+00 a       520     0    26     1    20
 -5.0116887100983380E-02 a       521     0    27     1     1
  6.0769789161546961E-01 a       522     0    27     1     2
 -3.7725311179996152E-01 a       523     0    27     1     3
 -8.6640820464522872E-02 a       524     0    27     1     4
 -2.5229586406361909E-01 a       525     0    27     1     5
  1.0208558473073852E-01 a       526     0    27     1     6
  1.8033621884655149E-01 a       527     0    27     1     7
 -2.4086229240544571E-01 a       528     0    27     1     8
  2.0415295511655798E-01 a       529     0    27     1     9
 -6.5653776455501522E-02 a       530     0    27     1    10
