################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.8893514389065922E+00 a        56     0     3     1    16
 -2.7932088015619527E-01 a        57     0     3     1    17
  3.1377906405946936E+00 a        58     0     3     1    18
 -4.4159569536055449E-01 a        59     0     3     1    19
  3.5549808771100042E+00 a        60     0     3     1    20
 -2.6521420632018572E-01 a        61     0     4     1     1
 -1.7117517096661927E-01 a        62     0     4     1     2
  3.1081124967989409E+00 a        63     0     4     1     3
  4.6710597694780709E-01 a        64     0     4     1     4
  3.5535260732574470E+00 a        65     0     4     1     5
 -5.4653618282824279E-01 a        66     0     4     1     6
 -2.5556320736510081E+00 a        67     0     4     1     7
 -3.0931925825853503E+00 a        68     0     4     1     8
 -8.0603212213394237E-01 a        69     0     4     1     9
 -1.8098508096420940E+00 a        70     0     4     1    10
  1.6974211618308035E+00 a        71     0     4     1    11
 -8.5543497360037102E-01 a        72     0     4     1    12
 -3.7373504824741759E+00 a        73     0     4     1    13
  1.3667089515570245E+00 a        74     0     4     1    14
 -5.9544078344546258E-01 a        75     0     4     1    15
  1.8763814874840619E+00 a        76     0     4     1    16
  3.0078924417517355E-01 a        77     0     4     1    17
  4.3841547623012636E+00 a        78     0     4     1    18
  2.5025538553993870E-01 a        79     0     4     1    19
 -3.3436059986636651E-01 a        80     0     4     1    20
  2.7720521559541478E+00 a        81     0     5     1     1
  9.3272109091779953E-01 a        82     0     5     1     2
  3.2769232947582734E+00 a        83     0     5     1     3
 -2.3057169290704982E+00 a        84     0     5     1     4
  2.4579779742544678E+00 a        85     0     5     1     5
  1.8642593081401444E+00 a        86     0     5     1     6
 -3.6368129425435187E+00 a        87     0     5     1     7
  1.3504399091721364E+00 a        88     0     5     1     8
 -1.6186998223467592E+00 a        89     0     5     1     9
 -3.5263762397277683E+00 a        90     0     5     1    10
 -2.9751279159932804E+00 a        91     0     5     1    11
  6.4671629639524197E-01 a        92     0     5     1    12
  1.9973604473408659E+00 a        93     0     5     1    13
  5.1782991537763023E-01 a        94     0     5     1    14
 -2.9435410732797176E+00 a        95     0     5     1    15
 -1.7850911350929768E+00 a        96     0     5     1    16
 -8.8416082524913689E-02 a        97     0     5     1    17
 -4.1762808784458771E+00 a        98     0     5     1    18
 -3.4947398958599165E+00 a        99     0     5     1    19
 -4.0664752654616834E+00 a       100     0     5     1    20
 -7.8071027356090728E-01 a       101     0     6     1     1
  6.6046076449579527E-01 a       102     0     6     1     2
 -2.7364026173529354E+00 a       103     0     6     1     3
  4.2791587879355514E-01 a       104     0     6     1     4
 -2.5929540005574685E+00 a       105     0     6     1     5
  9.6711181020900405E-01 a       106     0     6     1     6
  3.0714817144660991E+00 a       107     0     6     1     7
  3.5930484933399862E+00 a       108     0     6     1     8
  9.6976408167158445E-01 a       109     0     6     1     9
  1.6687961665092765E+00 a       110     0     6     1    10
 -1.2690876311467851E+00 a       111     0     6     1    11
 -8.0113747171465755E-01 a       112     0     6     1    12
  1.1526061924875159E+00 a       113     0     6     1    13
 -1.1625908420500390E+00 a       114     0     6     1    14
  1.3239847569883942E-01 a       115     0     6     1    15
 -4.5419048624956920E-01 a       116     0     6     1    16
  1.1990981919384460E+00 a       117     0     6     1    17
 -5.6870645021271056E+00 a       118     0     6     1    18
  9.9367826522704550E-01 a       119     0     6     1    19
  1.3910050939265189E-01 a       120     0     6     1    20
 -2.2532893819798727E+00 a       121     0     7     1     1
 -2.6143326151001705E+00 a       122     0     7     1     2
 -4.2032877511313815E+00 a       123     0     7     1     3
  2.8151834012710180E+00 a       124     0     7     1     4
 -6.9535392293917642E-01 a       125     0     7     1     5
 -1.1581322279008732E+00 a       126     0     7     1     6
  4.7001769661836903E+00 a       127     0     7     1     7
 -2.8655261292524044E+00 a       128     0     7     1     8
  3.2845051365466144E-01 a       129     0     7     1     9
  2.4303866023619323E+00 a       130     0     7     1    10
  1.8807923947846490E+00 a       131     0     7     1    11
 -1.0975394710177409E+00 a       132     0     7     1    12
 -2.7495006357256964E+00 a       133     0     7     1    13
  3.2594866277618922E-01 a       134     0     7     1    14
  3.6897520903673016E+00 a       135     0     7     1    15
  4.8677041475262728E-01 a       136     0     7     1    16
  1.1202391798562077E+00 a       137     0     7     1    17
  4.1265645556734274E+00 a       138     0     7     1    18
  4.2611193980546762E+00 a       139     0     7     1    19
  4.7425324770500543E+00 a       140     0     7     1    20
  1.8657063887653962E+00 a       141     0     8     1     1
 -1.5315637940762172E+00 a       142     0     8     1     2
  1.4979194486720318E-01 a       143     0     8     1     3
 -1.4625719917202897E+00 a       144     0     8     1     4
  1.1381144242894092E+00 a       145     0     8     1     5
 -1.9086431698518009E+00 a       146     0     8     1     6
 -3.3783408390430170E+00 a       147     0     8     1     7
 -2.3572512460096617E+00 a       148     0     8     1     8
 -2.5256802639417870E+00 a       149     0     8     1     9
  2.0020137675510466E-01 a       150     0     8     1    10
 -8.2574293783099684E-01 a       151     0     8     1    11
  2.2722652382532158E+00 a       152     0     8     1    12
  1.6757507314585089E+00 a       153     0     8     1    13
 -1.4295837047157969E-01 a       154     0     8     1    14
  5.0049482848623283E-01 a       155     0     8     1    15
 -1.4329128579435766E+00 a       156     0     8     1    16
  2.0383916113641237E-01 a       157     0     8     1    17
  5.3751978307342947E+00 a       158     0     8     1    18
 -1.9088093386081355E+00 a       159     0     8     1    19
  1.8579648679299629E-01 a       160     0     8     1    20
 -1.3581757775982481E+00 a       161     0     9     1     1
  1.4000677928382377E-01 a       162     0     9     1     2
 -3.1725337517370375E-02 a       163     0     9     1     3
 -2.1970784286655964E-01 a       164     0     9     1     4
  5.6384215911622915E-01 a       165     0     9     1     5
  1.0611354355563385E+00 a       166     0     9     1     6
  2.0506891737004715E+00 a       167     0     9     1     7
  1.8460093308442285E+00 a       168     0     9     1     8
  1.4605126225268867E+00 a       169     0     9     1     9
 -1.4990831354189822E+00 a       170     0     9     1    10
  1.5758887565024473E+00 a       171     0     9     1    11
 -2.3382975264313854E+00 a       172     0     9     1    12
  8.5445910536571734E-01 a       173     0     9     1    13
  2.0019844596431642E+00 a       174     0     9     1    14
 -7.9373598373394816E-01 a       175     0     9     1    15
  1.6916683889580666E+00 a       176     0     9     1    16
  1.2344680697257908E+00 a       177     0     9     1    17
 -3.1062528473170774E+00 a       178     0     9     1    18
 -1.4365458814691012E+00 a       179     0     9     1    19
 -1.3764058373645056E+00 a       180     0     9     1    20
  6.8773281306984269E-01 a       181     0    10     1     1
  1.8891383395303860E+00 a       182     0    10     1     2
  1.9299106237940553E+00 a       183     0    10     1     3
 -1.3385285793515618E+00 a       184     0    10     1     4
 -1.6520971212842744E-01 a       185     0    10     1     5
  3.2056066063273397E-01 a       186     0    10     1     6
 -1.8667701311311280E+00 a       187     0    10     1     7
  1.6359998239239695E+00 a       188     0    10     1     8
  2.7968932834995003E-01 a       189     0    10     1     9
 -1.2268476271080593E+00 a       190     0    10     1    10
 -2.7440787991295529E-01 a       191     0    10     1    11
  2.0121626434313228E-01 a       192     0    10     1    12
  1.2703956015413482E+00 a       193     0    10     1    13
  2.3528765195945930E-01 a       194     0    10     1    14
 -1.1066038675431076E+00 a       195     0    10     1    15
  6.7604779960612871E-01 a       196     0    10     1    16
 -4.5780100362827758E-01 a       197     0    10     1    17
 -1.3992098755750160E+00 a       198     0    10     1    18
 -1.9450969007050279E-04 a       199     0    10     1    19
 -1.4060679102075861E+00 a       200     0    10     1    20
  6.2441284898608163E-01 a       201     0    11     1     1
  9.2363040554474218E-01 a       202     0    11     1     2
 -6.5227371297969028E-01 a       203     0    11     1     3
  1.1003999101442528E+00 a       204     0    11     1     4
 -7.6496567011575622E-01 a       205     0    11     1     5
 -1.2801829873674258E+00 a       206     0    11     1     6
 -2.1591968560263259E+00 a       207     0    11     1     7
 -1.7205300620207639E-01 a       208     0    11     1     8
 -6.4626308090171869E-01 a       209     0    11     1     9
  1.8065086162404012E+00 a       210     0    11     1    10
 -5.6172839928045148E-01 a       211     0    11     1    11
  1.5133010391464310E+00 a       212     0    11     1    12
 -3.2454309764517092E-01 a       213     0    11     1    13
 -1.2885226496699036E+00 a       214     0    11     1    14
 -1.1215300752850918E-01 a       215     0    11     1    15
 -1.3381864812871884E+00 a       216     0    11     1    16
  4.7011221250030194E-01 a       217     0    11     1    17
  2.2968223367644045E+00 a       218     0    11     1    18
 -1.8688979784462314E+00 a       219     0    11     1    19
  2.2781522767532300E-01 a       220     0    11     1    20
  1.4677334007369217E-01 a       221     0    12     1     1
 -9.8711009840985664E-01 a       222     0    12     1     2
 -3.9784215837369480E-01 a       223     0    12     1     3
  5.9371959898738280E-01 a       224     0    12     1     4
  6.7730595976773139E-02 a       225     0    12     1     5
  1.4609423822695353E-01 a       226     0    12     1     6
  8.0517540863567671E-01 a       227     0    12     1     7
 -4.6852008714531118E-01 a       228     0    12     1     8
 -1.7289043438051371E-01 a       229     0    12     1     9
  1.7168086601940888E-01 a       230     0    12     1    10
 -2.0742018902196996E-01 a       231     0    12     1    11
  1.2869296793662996E-01 a       232     0    12     1    12
 -5.9442935271698180E-02 a       233     0    12     1    13
 -4.3543028234635694E-01 a       234     0    12     1    14
  2.6679215213037710E-01 a       235     0    12     1    15
 -4.7323989153590035E-01 a       236     0    12     1    16
 -4.7292714055016849E-01 a       237     0    12     1    17
 -3.6212621025460406E-01 a       238     0    12     1    18
 -1.0185485940458292E+00 a       239     0    12     1    19
  1.6888864915534837E-01 a       240     0    12     1    20
 -3.5379341483101634E-01 a       241     0    13     1     1
 -1.2312999794841872E+00 a       242     0    13     1     2
 -7.9893747436817431E-02 a       243     0    13     1     3
  9.4293689371143130E-01 a       244     0    13     1     4
 -1.4173657777422838E-01 a       245     0    13     1     5
  1.2273389368379186E+00 a       246     0    13     1     6
  8.5919385228461886E-01 a       247     0    13     1     7
  3.4086183373826895E-01 a       248     0    13     1     8
  4.1753846089425417E-01 a       249     0    13     1     9
  4.5970328663302024E-01 a       250     0    13     1    10
 -4.6195237228750580E-01 a       251     0    13     1    11
  9.2303121296366553E-01 a       252     0    13     1    12
  1.1955721190706388E-01 a       253     0    13     1    13
  1.1030226082974137E+00 a       254     0    13     1    14
  5.2275930803785113E-02 a       255     0    13     1    15
  2.8522882953744522E-01 a       256     0    13     1    16
 -2.4677821567077198E+00 a       257     0    13     1    17
 -2.7007182030634831E+00 a       258     0    13     1    18
  3.3954905285471854E-01 a       259     0    13     1    19
 -2.7161632763710425E-01 a       260     0    13     1    20
 -3.7227782319284648E-02 a       261     0    14     1     1
  1.2274389752871970E+00 a       262     0    14     1     2
  3.2946099087633524E-01 a       263     0    14     1     3
  5.6142649866267424E-01 a       264     0    14     1     4
 -2.4769214625346175E-01 a       265     0    14     1     5
 -2.8290282483661021E-02 a       266     0    14     1     6
 -4.5918175169605370E-02 a       267     0    14     1     7
  3.4783528722930940E-01 a       268     0    14     1     8
 -1.2438550693183426E-01 a       269     0    14     1     9
 -2.1656166966543222E-01 a       270     0    14     1    10
  1.2146205205097015E-01 a       271     0    14     1    11
 -2.1045108957880707E-01 a       272     0    14     1    12
 -1.3194049279504679E-02 a       273     0    14     1    13
  4.4340228082117317E-01 a       274     0    14     1    14
  7.6721931214239494E-02 a       275     0    14     1    15
  2.8342182209750422E-01 a       276     0    14     1    16
  7.2238694370324630E-01 a       277     0    14     1    17
  9.1808674174026203E-02 a       278     0    14     1    18
  2.3954481729023563E-01 a       279     0    14     1    19
 -8.2712963988941013E-02 a       280     0    14     1    20
  1.0394348426846953E-02 a       281     0    15     1     1
 -2.9225809929438218E-01 a       282     0    15     1     2
  8.4901894950842327E-01 a       283     0    15     1     3
 -1.4447114154386986E-01 a       284     0    15     1     4
  1.4463335081485343E-01 a       285     0    15     1     5
 -3.5583815563199417E-01 a       286     0    15     1     6
 -2.5243267728535335E-01 a       287     0    15     1     7
 -1.4777100983838262E-01 a       288     0    15     1     8
 -1.8705243784603945E-01 a       289     0    15     1     9
 -2.2434974529451410E-01 a       290     0    15     1    10
  2.4418384045938818E-01 a       291     0    15     1    11
 -8.0645909838364505E-01 a       292     0    15     1    12
 -3.2820963165214978E-01 a       293     0    15     1    13
 -5.2954251775047356E-01 a       294     0    15     1    14
  2.3389476735303063E-03 a       295     0    15     1    15
 -6.4940758518719222E-02 a       296     0    15     1    16
  1.1967978414061906E+00 a       297     0    15     1    17
  1.5519955970671242E+00 a       298     0    15     1    18
  2.6067938134275764E-01 a       299     0    15     1    19
  3.6330849786759273E-01 a       300     0    15     1    20
  1.0524348702419088E-01 a       301     0    16     1     1
 -1.0743500351310009E-01 a       302     0    16     1     2
  5.9911092976816338E-01 a       303     0    16     1     3
 -3.5845970376896003E-01 a       304     0    16     1     4
 -1.8354075939984005E-01 a       305     0    16     1     5
  5.3944355678318900E-02 a       306     0    16     1     6
  6.4247036394778401E-01 a       307     0    16     1     7
 -1.0226241700864290E-01 a       308     0    16     1     8
  2.8680071606566199E-01 a       309     0    16     1     9
 -2.5231135804577148E-01 a       310     0    16     1    10
 -2.1768024656782498E-01 a       311     0    16     1    11
  3.7220180625920457E-01 a       312     0    16     1    12
  4.3406991892220699E-02 a       313     0    16     1    13
  1.0808962079027143E-02 a       314     0    16     1    14
  4.8893818083176810E-01 a       315     0    16     1    15
 -6.1952120668508290E-02 a       316     0    16     1    16
 -1.4208784307078628E+00 a       317     0    16     1    17
 -4.7107534054157035E-01 a       318     0    16     1    18
 -6.4158042589408504E-01 a       319     0    16     1    19
 -5.2237017365200811E-02 a       320     0    16     1    20
  5.8473991442721966E-02 a       321     0    17     1     1
 -7.4756483083381160E-03 a       322     0    17     1     2
 -2.4617904426400619E-02 a       323     0    17     1     3
  2.4781186330797872E-01 a       324     0    17     1     4
  1.6198203546321146E-03 a       325     0    17     1     5
 -9.8268965115926005E-02 a       326     0    17     1     6
  1.8365679539484303E-01 a       327     0    17     1     7
  1.8782006725115170E-02 a       328     0    17     1     8
  2.1550853690854738E-01 a       329     0    17     1     9
 -3.6591646995463090E-01 a       330     0    17     1    10
 -4.6007549712231290E-02 a       331     0    17     1    11
 -8.2882738963228619E-03 a       332     0    17     1    12
  4.5801712136367800E-01 a       333     0    17     1    13
  1.6471165570291679E-01 a       334     0    17     1    14
  2.7036732991588086E-01 a       335     0    17     1    15
  3.7620145753182897E-03 a       336     0    17     1    16
 -1.0316989291765449E-01 a       337     0    17     1    17
 -4.0792413292772452E-03 a       338     0    17     1    18
 -8.1817379208711974E-02 a       339     0    17     1    19
  9.5400172192465132E-02 a       340     0    17     1    20
  7.3174228087065946E-02 a       341     0    18     1     1
 -4.4600972316573939E-01 a       342     0    18     1     2
 -6.2491086167881271E-01 a       343     0    18     1     3
  8.4416455310294663E-03 a       344     0    18     1     4
  2.0572904872181180E-01 a       345     0    18     1     5
 -1.5060943250494657E-01 a       346     0    18     1     6
 -2.2054331255574086E-01 a       347     0    18     1     7
 -1.5881442550808969E-01 a       348     0    18     1     8
  6.5756139722399493E-02 a       349     0    18     1     9
 -9.1504071411702137E-03 a       350     0    18     1    10
 -7.6791415991422460E-02 a       351     0    18     1    11
 -3.4852195280448271E-02 a       352     0    18     1    12
  7.5087531449128242E-01 a       353     0    18     1    13
 -2.8173130925815748E-01 a       354     0    18     1    14
  2.6716857334301097E-01 a       355     0    18     1    15
  7.6968342320466954E-02 a       356     0    18     1    16
  1.1196439204998861E-01 a       357     0    18     1    17
  1.3347510590866499E-01 a       358     0    18     1    18
 -2.4606081260437423E-01 a       359     0    18     1    19
  6.9039607608437858E-02 a       360     0    18     1    20
 -8.3945913370131436E-02 a       361     0    19     1     1
  6.2531506049659000E-02 a       362     0    19     1     2
  1.1759090740740495E-01 a       363     0    19     1     3
 -6.8509059375441869E-02 a       364     0    19     1     4
  1.8429695065812875E-02 a       365     0    19     1     5
  3.0766219247602627E-01 a       366     0    19     1     6
  4.8786931343062216E-02 a       367     0    19     1     7
 -1.1904788636838827E-01 a       368     0    19     1     8
 -5.4277260470427533E-03 a       369     0    19     1     9
  1.8177312137768789E-01 a       370     0    19     1    10
  1.9275789863658022E-01 a       371     0    19     1    11
  1.7498084029363614E-01 a       372     0    19     1    12
 -1.8037273021519196E-01 a       373     0    19     1    13
 -2.1189058897395367E-03 a       374     0    19     1    14
 -3.6295845888764422E-01 a       375     0    19     1    15
 -6.2778786175237702E-02 a       376     0    19     1    16
 -5.2213530893505800E-01 a       377     0    19     1    17
  3.9520599374126338E-02 a       378     0    19     1    18
 -1.9949914606304175E-01 a       379     0    19     1    19
  6.4237404297212933E-02 a       380     0    19     1    20
 -1.9979484845206777E-01 a       381     0    20     1     1
  2.5369349383867673E-01 a       382     0    20     1     2
  8.3764929132596799E-01 a       383     0    20     1     3
 -4.8606652731487204E-01 a       384     0    20     1     4
 -4.0088996069452298E-01 a       385     0    20     1     5
  7.9621818467411495E-02 a       386     0    20     1     6
 -7.7042125775475942E-03 a       387     0    20     1     7
  6.1089470575676064E-01 a       388     0    20     1     8
 -4.2943937127710452E-01 a       389     0    20     1     9
 -2.8926633144472846E-01 a       390     0    20     1    10
 -3.5364167002661129E-01 a       391     0    20     1    11
 -3.8151044337351175E-01 a       392     0    20     1    12
 -1.0556127878408208E+00 a       393     0    20     1    13
 -2.4311911365843375E-01 a       394     0    20     1    14
  2.7358353611434100E-01 a       395     0    20     1    15
 -2.7993922134823070E-02 a       396     0    20     1    16
 -1.0061340268988371E-01 a       397     0    20     1    17
 -7.2976040478753446E-02 a       398     0    20     1    18
  1.3409512038943412E+00 a       399     0    20     1    19
 -1.1139632108750210E-01 a       400     0    20     1    20
 -2.0866954080010794E-01 a       401     0    21     1     1
 -1.9472251528878229E-01 a       402     0    21     1     2
 -1.1873222297454851E+00 a       403     0    21     1     3
 -1.7265587012499763E+00 a       404     0    21     1     4
  2.3400704656884780E-01 a       405     0    21     1     5
 -1.0195308342313740E-01 a       406     0    21     1     6
  2.4040904176033029E-01 a       407     0    21     1     7
 -5.2657674395675491E-01 a       408     0    21     1     8
  6.5784910136962649E-01 a       409     0    21     1     9
 -9.3869199726882913E-01 a       410     0    21     1    10
 -3.3543280787289103E-03 a       411     0    21     1    11
  9.0569383649912558E-02 a       412     0    21     1    12
  1.8008943275290843E+00 a       413     0    21     1    13
 -3.6211976374939486E-01 a       414     0    21     1    14
  1.8222739964758333E-01 a       415     0    21     1    15
 -2.7348107533780430E-01 a       416     0    21     1    16
 -3.2136530919047290E-01 a       417     0    21     1    17
  3.2784710279024437E-01 a       418     0    21     1    18
 -3.7699475742072525E-01 a       419     0    21     1    19
  2.9544672215291229E-01 a       420     0    21     1    20
 -1.0244462711827751E-01 a       421     0    22     1     1
 -1.6299365958322254E-01 a       422     0    22     1     2
  3.6668953146062933E-01 a       423     0    22     1     3
  1.4081435127661157E+00 a       424     0    22     1     4
 -1.3292371549761147E-02 a       425     0    22     1     5
 -6.0375062330428732E-04 a       426     0    22     1     6
 -7.5745188136911057E-01 a       427     0    22     1     7
 -3.3444347461858770E-01 a       428     0    22     1     8
 -1.5257363417741086E+00 a       429     0    22     1     9
  8.1066879291852534E-01 a       430     0    22     1    10
 -2.6426430737686263E-01 a       431     0    22     1    11
 -4.8917838731574764E-01 a       432     0    22     1    12
 -1.7639034612052085E+00 a       433     0    22     1    13
 -3.4547831896402742E-01 a       434     0    22     1    14
  9.9996061807444109E-02 a       435     0    22     1    15
  2.0298555070083124E-01 a       436     0    22     1    16
  6.3488620726820855E-01 a       437     0    22     1    17
 -1.7603546265505179E-01 a       438     0    22     1    18
  1.3599887751855997E+00 a       439     0    22     1    19
 -8.3793650783768825E-02 a       440     0    22     1    20
 -3.3440530650560096E-01 a       441     0    23     1     1
  1.4037331197877372E+00 a       442     0    23     1     2
  2.7244505058335999E+00 a       443     0    23     1     3
  1.6602056793589370E+00 a       444     0    23     1     4
 -1.3122733436110261E+00 a       445     0    23     1     5
  1.7344185607806747E-01 a       446     0    23     1     6
 -6.7949148891325861E-01 a       447     0    23     1     7
  2.8476409256922680E-01 a       448     0    23     1     8
  1.1771638509611515E+00 a       449     0    23     1     9
  2.2966543687510494E+00 a       450     0    23     1    10
  3.3535793479596410E-01 a       451     0    23     1    11
  1.5923862583669424E+00 a       452     0    23     1    12
 -2.6710870865985830E+00 a       453     0    23     1    13
  3.2807750862665513E-01 a       454     0    23     1    14
 -2.0975446560474738E+00 a       455     0    23     1    15
 -2.5768273898431215E-01 a       456     0    23     1    16
 -2.5170918271260692E+00 a       457     0    23     1    17
 -5.7285953115539900E-01 a       458     0    23     1    18
 -1.8489671185409993E+00 a       459     0    23     1    19
 -1.3077415681316915E+00 a       460     0    23     1    20
  8.7012111386329249E-02 a       461     0    24     1     1
  2.9705008738804872E-01 a       462     0    24     1     2
 -6.6565008270411685E-01 a       463     0    24     1     3
 -4.3774822541219303E-02 a       464     0    24     1     4
  3.1898440433873532E-01 a       465     0    24     1     5
 -2.3235411447535919E-02 a       466     0    24     1     6
  8.2123330262412764E-01 a       467     0    24     1     7
 -8.8553621576281799E-02 a       468     0    24     1     8
  6.2973978858882684E-01 a       469     0    24     1     9
 -9.4113728606391756E-01 a       470     0    24     1    10
  5.8405886731116097E-01 a       471     0    24     1    11
 -2.4908261654237612E-01 a       472     0    24     1    12
  1.2070359301075704E+00 a       473     0    24     1    13
 -1.1856875315314967E-01 a       474     0    24     1    14
  4.7472990651016367E-01 a       475     0    24     1    15
 -5.2245831713724496E-02 a       476     0    24     1    16
  1.9147119809820475E-02 a       477     0    24     1    17
  2.0920416111598755E-01 a       478     0    24     1    18
 -6.5687732183001390E-02 a       479     0    24     1    19
  3.9087259065952046E-01 a       480     0    24     1    20
  1.0441811945510178E-01 a       481     0    25     1     1
  1.3717273646407313E-02 a       482     0    25     1     2
  1.1329820696946709E+00 a       483     0    25     1     3
  6.4959351068330107E-01 a       484     0    25     1     4
 -2.3363185733804864E-01 a       485     0    25     1     5
 -7.3845368571897343E-02 a       486     0    25     1     6
 -1.0371899292464080E+00 a       487     0    25     1     7
  9.7394429961186535E-01 a       488     0    25     1     8
 -5.2764252531104461E-01 a       489     0    25     1     9
  5.7902888528904006E-01 a       490     0    25     1    10
 -2.3196673390632849E-01 a       491     0    25     1    11
  6.6277824403967858E-02 a       492     0    25     1    12
 -1.0668692699950328E+00 a       493     0    25     1    13
  2.2757669945991568E-02 a       494     0    25     1    14
 -5.0309640749672668E-01 a       495     0    25     1    15
 -1.5021269861928660E-01 a       496     0    25     1    16
  1.6501084342004460E-03 a       497     0    25     1    17
 -2.2335449263559151E-01 a       498     0    25     1    18
  5.2895049305289665E-01 a       499     0    25     1    19
 -3.2866336165054200E-01 a       500     0    25     1    20
  3.6019748854999888E-03 a       501     0    26     1     1
 -1.3475393743707424E+00 a       502     0    26     1     2
 -1.5196801239881348E+00 a       503     0    26     1     3
 -1.0723166198947782E+00 a       504     0    26     1     4
  1.3165138850023179E+00 a       505     0    26     1     5
 -1.1884600414636748E-01 a       506     0    26     1     6
  5.1877002254606031E-01 a       507     0    26     1     7
 -4.1867452662346671E-01 a       508     0    26     1     8
 -2.6390345044623842E-01 a       509     0    26     1     9
 -8.3288135667482244E-01 a       510     0    26     1    10
  2.8248026291049815E-02 a       511     0    26     1    11
 -6.4841283414306639E-01 a       512     0    26     1    12
  4.6059500915498092E-01 a       513     0    26     1    13
 -3.0517520996682923E-01 a       514     0    26     1    14
  8.5250064214825005E-01 a       515     0    26     1    15
  4.0155721585637738E-01 a       516     0    26     1    16
  1.9609943531011584E+00 a       517     0    26     1    17
  2.5527554859445173E-01 a       518     0    26     1    18
  8.1213567040724033E-01 a       519     0    26     1    19
  4.3347269077417200E-01 a       520     0    26     1    20
  3.7203847910827266E-02 a       521     0    27     1     1
  6.8181025099178094E-01 a       522     0    27     1     2
 -1.3698720200579523E-01 a       523     0    27     1     3
  7.8364315899228554E-01 a       524     0    27     1     4
 -1.2346178401273840E-01 a       525     0    27     1     5
  7.8268374685006494E-03 a       526     0    27     1     6
 -1.7739185050537157E-01 a       527     0    27     1     7
  1.7814893085142949E-01 a       528     0    27     1     8
  4.4836627814265798E-02 a       529     0    27     1     9
 -2.4184621747883367E-01 a       530     0    27     1    10
