################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.6904974486608977E-01 a       160     0     8     1    20
 -3.2859880844220979E+00 a       161     0     9     1     1
 -3.0573119571012781E+00 a       162     0     9     1     2
 -3.7044939144473366E-01 a       163     0     9     1     3
 -8.9699874284525927E-01 a       164     0     9     1     4
 -1.9217535535023202E+00 a       165     0     9     1     5
  2.2814707956550300E+00 a       166     0     9     1     6
 -5.5189133372242916E-01 a       167     0     9     1     7
 -3.2476275856531824E+00 a       168     0     9     1     8
 -6.9550948145968650E-01 a       169     0     9     1     9
  3.9814577442724555E+00 a       170     0     9     1    10
 -3.6544612683432937E-01 a       171     0     9     1    11
  1.9041754587993263E+00 a       172     0     9     1    12
  8.9458388050448936E-02 a       173     0     9     1    13
 -1.1884234469731583E+00 a       174     0     9     1    14
 -1.6536703440223022E+00 a       175     0     9     1    15
  9.2957243605054551E-01 a       176     0     9     1    16
  4.3232905319115494E-01 a       177     0     9     1    17
  2.6700981325126250E-01 a       178     0     9     1    18
  1.2991720076838462E+00 a       179     0     9     1    19
 -9.8430810489928078E-01 a       180     0     9     1    20
  7.4176329856310330E-01 a       181     0    10     1     1
 -2.1699708606818211E+00 a       182     0    10     1     2
  8.1686061614561312E-01 a       183     0    10     1     3
  3.1876263154435899E-03 a       184     0    10     1     4
 -6.7928483748984206E-02 a       185     0    10     1     5
  2.7225832754157326E+00 a       186     0    10     1     6
 -8.3432025870095805E-01 a       187     0    10     1     7
 -2.9996041886280449E+00 a       188     0    10     1     8
 -3.8728261539689535E+00 a       189     0    10     1     9
  1.9121854129505851E+00 a       190     0    10     1    10
  1.4485445373646932E+00 a       191     0    10     1    11
 -8.9061148999820516E-01 a       192     0    10     1    12
  6.1828004107286194E-01 a       193     0    10     1    13
 -5.9768234188777480E-01 a       194     0    10     1    14
  4.2482708571078864E-01 a       195     0    10     1    15
 -1.0146803663210511E+00 a       196     0    10     1    16
 -3.1489930364716323E-01 a       197     0    10     1    17
 -6.2797553561657382E-01 a       198     0    10     1    18
  1.9826948567197022E+00 a       199     0    10     1    19
  1.4716285425240565E+00 a       200     0    10     1    20
  2.2179717851732139E+00 a       201     0    11     1     1
  1.4585668770878077E+00 a       202     0    11     1     2
 -9.3710246823026355E-01 a       203     0    11     1     3
  1.7952300915848727E+00 a       204     0    11     1     4
  6.2616650137787500E-01 a       205     0    11     1     5
 -3.0183948280931006E+00 a       206     0    11     1     6
  1.6389233592455483E+00 a       207     0    11     1     7
  2.0105970621592846E+00 a       208     0    11     1     8
  3.6342041163672736E+00 a       209     0    11     1     9
 -2.9227059912314113E+00 a       210     0    11     1    10
 -1.3833552253314032E+00 a       211     0    11     1    11
 -2.1465149556219822E+00 a       212     0    11     1    12
 -5.5229808715168272E-01 a       213     0    11     1    13
  4.1766121036781451E-01 a       214     0    11     1    14
 -1.4360899647461256E+00 a       215     0    11     1    15
 -1.4455825903874500E-01 a       216     0    11     1    16
 -2.1447915680928109E-01 a       217     0    11     1    17
  3.9037433118440157E-01 a       218     0    11     1    18
 -1.1987482116902288E+00 a       219     0    11     1    19
  2.1677227576161956E-01 a       220     0    11     1    20
 -5.8623737410652932E-01 a       221     0    12     1     1
  4.8758401183389272E-01 a       222     0    12     1     2
 -1.6905076346053922E+00 a       223     0    12     1     3
 -9.8303679375865469E-02 a       224     0    12     1     4
 -1.0274191337274692E+00 a       225     0    12     1     5
 -1.2037941538718504E+00 a       226     0    12     1     6
 -1.1663642754932650E-01 a       227     0    12     1     7
  6.5131679894022554E-01 a       228     0    12     1     8
  9.4805811430959996E-01 a       229     0    12     1     9
 -8.4419359340209582E-02 a       230     0    12     1    10
 -6.9410399477208495E-01 a       231     0    12     1    11
 -2.9064489246067782E-01 a       232     0    12     1    12
 -3.3111663856457180E-01 a       233     0    12     1    13
  6.2353709462481532E-01 a       234     0    12     1    14
  1.4269385236989948E-01 a       235     0    12     1    15
  3.2880732009434471E-01 a       236     0    12     1    16
 -4.8524360551026080E-01 a       237     0    12     1    17
 -1.6260609334881421E-01 a       238     0    12     1    18
 -8.4211346725224767E-01 a       239     0    12     1    19
 -9.2289539111102648E-01 a       240     0    12     1    20
 -1.6659047768461548E+00 a       241     0    13     1     1
 -1.4231843109817550E+00 a       242     0    13     1     2
  2.0847238771703323E+00 a       243     0    13     1     3
 -8.7657807920040798E-01 a       244     0    13     1     4
 -8.3415166564768584E-01 a       245     0    13     1     5
  1.3457819822521191E+00 a       246     0    13     1     6
 -9.2867763632471356E-01 a       247     0    13     1     7
 -1.4085329329824023E+00 a       248     0    13     1     8
 -1.6464131779386524E+00 a       249     0    13     1     9
  2.7287081516853608E+00 a       250     0    13     1    10
  1.4508051139540046E+00 a       251     0    13     1    11
  1.0332346088256434E+00 a       252     0    13     1    12
  4.7810900638866344E-01 a       253     0    13     1    13
 -2.0884977789006859E-02 a       254     0    13     1    14
  1.1121360639385165E+00 a       255     0    13     1    15
  8.7793037118199996E-02 a       256     0    13     1    16
 -1.5660266678835322E+00 a       257     0    13     1    17
 -9.9615850807303852E-01 a       258     0    13     1    18
  2.2352844411676648E-01 a       259     0    13     1    19
 -3.4301256366130678E-01 a       260     0    13     1    20
 -9.6143982042378229E-02 a       261     0    14     1     1
 -1.3718100659163197E-02 a       262     0    14     1     2
  4.5388694881637470E-01 a       263     0    14     1     3
 -6.4310931438297259E-01 a       264     0    14     1     4
  4.5689399208229724E-02 a       265     0    14     1     5
 -1.9600305277418534E-01 a       266     0    14     1     6
  2.0897292943885937E-01 a       267     0    14     1     7
 -1.3077645137586116E-01 a       268     0    14     1     8
  6.5233963187391142E-01 a       269     0    14     1     9
  2.3789910635370190E-01 a       270     0    14     1    10
 -1.8154959436197068E-01 a       271     0    14     1    11
 -1.9507900558427135E-01 a       272     0    14     1    12
 -5.5191261154153126E-02 a       273     0    14     1    13
  1.7774749941174428E-01 a       274     0    14     1    14
 -1.1841199422781974E+00 a       275     0    14     1    15
 -1.0030327175902777E-01 a       276     0    14     1    16
  1.0311490940113364E+00 a       277     0    14     1    17
 -4.9985570343819348E-02 a       278     0    14     1    18
  1.0616588788542718E-01 a       279     0    14     1    19
 -1.0147490282270924E-01 a       280     0    14     1    20
  7.0501011244705064E-02 a       281     0    15     1     1
  6.2684867129028710E-01 a       282     0    15     1     2
 -1.4851986224973546E+00 a       283     0    15     1     3
 -1.4548042779211245E-01 a       284     0    15     1     4
  4.7543654884145470E-01 a       285     0    15     1     5
 -1.7928389035067713E-01 a       286     0    15     1     6
  2.3700678233384995E-02 a       287     0    15     1     7
  1.2328368091498121E+00 a       288     0    15     1     8
  5.1998414821457384E-01 a       289     0    15     1     9
 -1.4932934348849061E+00 a       290     0    15     1    10
  8.9229856877629160E-02 a       291     0    15     1    11
  4.1181368051811479E-01 a       292     0    15     1    12
 -1.8680174198903224E-01 a       293     0    15     1    13
  1.0845892778958257E-02 a       294     0    15     1    14
  1.4337972918219632E-01 a       295     0    15     1    15
  2.3126033916802616E-01 a       296     0    15     1    16
  1.1300886106305770E+00 a       297     0    15     1    17
  3.4346294246556219E-01 a       298     0    15     1    18
 -1.5453797011396750E-02 a       299     0    15     1    19
  2.1694279769950170E-01 a       300     0    15     1    20
  1.3036788741701116E-01 a       301     0    16     1     1
 -5.6328030578610092E-02 a       302     0    16     1     2
 -2.2845726516600207E-01 a       303     0    16     1     3
 -8.2554280783325162E-01 a       304     0    16     1     4
  6.7683005548650171E-02 a       305     0    16     1     5
  6.8773716117252537E-01 a       306     0    16     1     6
 -8.1372166651983224E-01 a       307     0    16     1     7
 -1.1476796687698732E-01 a       308     0    16     1     8
 -1.9993148988978221E-01 a       309     0    16     1     9
  3.7478237795170360E-01 a       310     0    16     1    10
  5.0500959806048085E-01 a       311     0    16     1    11
  3.5207341246262791E-01 a       312     0    16     1    12
 -1.1058587833856681E-01 a       313     0    16     1    13
 -2.9958217944107995E-01 a       314     0    16     1    14
  3.8388664648209797E-01 a       315     0    16     1    15
 -5.1120399454119808E-02 a       316     0    16     1    16
 -9.9965489203724966E-01 a       317     0    16     1    17
  3.9026664103267203E-02 a       318     0    16     1    18
  1.6687346259623070E-01 a       319     0    16     1    19
  1.3167562958596812E-02 a       320     0    16     1    20
  2.0362227648687330E-02 a       321     0    17     1     1
 -9.5363549274262951E-02 a       322     0    17     1     2
  2.2346476537090726E-01 a       323     0    17     1     3
 -2.4974941130916309E-01 a       324     0    17     1     4
  9.8021477832370876E-02 a       325     0    17     1     5
 -4.0057184300358961E-01 a       326     0    17     1     6
  1.5344836662536496E-01 a       327     0    17     1     7
  1.0170556205261946E-01 a       328     0    17     1     8
  5.7644482733180358E-01 a       329     0    17     1     9
  4.2480511516873520E-03 a       330     0    17     1    10
 -1.5633010381141374E-01 a       331     0    17     1    11
 -1.4439725183442090E-01 a       332     0    17     1    12
 -2.9616058239007505E-02 a       333     0    17     1    13
 -8.9363912115612773E-02 a       334     0    17     1    14
  4.2783477192024376E-02 a       335     0    17     1    15
  4.0381867178664377E-01 a       336     0    17     1    16
 -3.1279427919350022E-01 a       337     0    17     1    17
 -9.1517980434666524E-02 a       338     0    17     1    18
  2.3528083794468805E-02 a       339     0    17     1    19
  8.0199963988193228E-03 a       340     0    17     1    20
  1.6406276687091076E-01 a       341     0    18     1     1
  8.9155741754911547E-02 a       342     0    18     1     2
  4.3066408090719654E-01 a       343     0    18     1     3
 -4.4835064792385519E-02 a       344     0    18     1     4
 -2.3759381645516026E-02 a       345     0    18     1     5
 -3.3952073633112506E-01 a       346     0    18     1     6
  7.7909416402502951E-01 a       347     0    18     1     7
  2.2091549887881110E-01 a       348     0    18     1     8
 -1.6191147008026036E-01 a       349     0    18     1     9
  8.6398811622040144E-03 a       350     0    18     1    10
  1.2923240821374429E-01 a       351     0    18     1    11
 -2.7064681964768417E-01 a       352     0    18     1    12
  2.5560368130648797E-01 a       353     0    18     1    13
 -1.7979242017897046E-01 a       354     0    18     1    14
  7.5155632473308046E-02 a       355     0    18     1    15
  3.1754194882833370E-01 a       356     0    18     1    16
 -2.6106760739572782E-01 a       357     0    18     1    17
 -7.6952152085738301E-02 a       358     0    18     1    18
 -2.6367587689887301E-01 a       359     0    18     1    19
  1.8634999685289017E-01 a       360     0    18     1    20
  1.2093695344077947E-01 a       361     0    19     1     1
 -1.5013294667708749E-01 a       362     0    19     1     2
  1.2004337707528547E-01 a       363     0    19     1     3
  2.9063700874543608E-01 a       364     0    19     1     4
 -3.0202609170071476E-02 a       365     0    19     1     5
  3.2226057248219864E-01 a       366     0    19     1     6
  2.1628594776539459E-01 a       367     0    19     1     7
 -2.9808027344569382E-01 a       368     0    19     1     8
 -3.8982355459777673E-01 a       369     0    19     1     9
 -2.8807049356167815E-03 a       370     0    19     1    10
 -2.5222445536013844E-02 a       371     0    19     1    11
  1.6116154959440052E-01 a       372     0    19     1    12
  4.7878640735353570E-02 a       373     0    19     1    13
 -8.9113937763337439E-02 a       374     0    19     1    14
  1.7921975755638031E-01 a       375     0    19     1    15
 -2.0117251375369231E-02 a       376     0    19     1    16
 -3.1367915691684178E-01 a       377     0    19     1    17
  2.2135350916305241E-01 a       378     0    19     1    18
 -1.3484095716384592E-01 a       379     0    19     1    19
  4.9918036051332493E-02 a       380     0    19     1    20
  4.3204194985299127E-01 a       381     0    20     1     1
 -5.0659854775488733E-01 a       382     0    20     1     2
 -3.6198774561734814E-01 a       383     0    20     1     3
 -1.1852610585761960E+00 a       384     0    20     1     4
  1.4901702444209081E-01 a       385     0    20     1     5
  1.0044161674673024E+00 a       386     0    20     1     6
 -2.6009040909024028E+00 a       387     0    20     1     7
 -1.0434150133964101E-01 a       388     0    20     1     8
  8.7183437236037276E-01 a       389     0    20     1     9
 -1.4814351456059111E-01 a       390     0    20     1    10
 -5.0916811512083382E-01 a       391     0    20     1    11
  1.4138067716743899E-01 a       392     0    20     1    12
 -7.9577671973678032E-01 a       393     0    20     1    13
 -2.0281595189804863E-01 a       394     0    20     1    14
  3.1116227303044508E-01 a       395     0    20     1    15
 -1.0063420553798541E+00 a       396     0    20     1    16
  6.8342972356159215E-01 a       397     0    20     1    17
 -4.3770440934149335E-01 a       398     0    20     1    18
  1.7000098253087184E+00 a       399     0    20     1    19
 -4.8568543961284699E-01 a       400     0    20     1    20
  1.7279755481917718E+00 a       401     0    21     1     1
 -3.4767548932303660E-01 a       402     0    21     1     2
  9.7862116799823637E-02 a       403     0    21     1     3
 -1.5034533598623943E+00 a       404     0    21     1     4
 -1.9762141988621980E-02 a       405     0    21     1     5
  6.9938955115795953E-02 a       406     0    21     1     6
  2.0468217782321165E+00 a       407     0    21     1     7
  2.0245677814928906E-01 a       408     0    21     1     8
  8.4854942089061469E-01 a       409     0    21     1     9
 -9.1201196251007990E-02 a       410     0    21     1    10
 -1.0779911916346188E+00 a       411     0    21     1    11
 -1.8568565447276992E+00 a       412     0    21     1    12
 -8.1690554516855751E-02 a       413     0    21     1    13
 -8.9291726969359486E-01 a       414     0    21     1    14
  7.4987995066229274E-01 a       415     0    21     1    15
 -1.7743964375844168E-01 a       416     0    21     1    16
 -9.8625630129677411E-01 a       417     0    21     1    17
 -1.3688339139170355E-01 a       418     0    21     1    18
  6.4084002510326277E-01 a       419     0    21     1    19
  1.1847820877546604E-01 a       420     0    21     1    20
 -7.6782942970397450E-01 a       421     0    22     1     1
  7.1023664155212463E-01 a       422     0    22     1     2
  2.8884052622065404E-01 a       423     0    22     1     3
  9.6730948018748031E-01 a       424     0    22     1     4
 -2.1831300261258915E-01 a       425     0    22     1     5
  6.3253576719179416E-01 a       426     0    22     1     6
 -1.5632091513922362E+00 a       427     0    22     1     7
  6.6558129999660198E-01 a       428     0    22     1     8
 -7.3622009730581950E-01 a       429     0    22     1     9
  1.7656619984135721E-01 a       430     0    22     1    10
  7.0180972393315411E-01 a       431     0    22     1    11
  7.9736120471928629E-01 a       432     0    22     1    12
 -7.3369285919630003E-02 a       433     0    22     1    13
 -1.3472382814971862E-01 a       434     0    22     1    14
  4.7533977022766204E-02 a       435     0    22     1    15
 -3.0992069730495175E-01 a       436     0    22     1    16
  1.1326864740988973E+00 a       437     0    22     1    17
 -3.3599125184213552E-01 a       438     0    22     1    18
 -8.2494661776634823E-02 a       439     0    22     1    19
  3.4803339729968835E-01 a       440     0    22     1    20
 -2.7484181088106596E+00 a       441     0    23     1     1
  2.8977937746187438E-01 a       442     0    23     1     2
 -3.1739038649594904E+00 a       443     0    23     1     3
  4.4467068011458384E+00 a       444     0    23     1     4
 -2.2094347834019334E+00 a       445     0    23     1     5
 -8.8532779146402396E-01 a       446     0    23     1     6
 -5.6570297150857984E-01 a       447     0    23     1     7
 -3.4627614317123195E-01 a       448     0    23     1     8
 -5.0772639889321414E-01 a       449     0    23     1     9
  4.9549195972734017E-01 a       450     0    23     1    10
  1.2869018961512340E+00 a       451     0    23     1    11
  2.3233536860815764E+00 a       452     0    23     1    12
 -3.0204287930884581E-02 a       453     0    23     1    13
  1.0272316524224538E+00 a       454     0    23     1    14
 -1.7274833500441320E+00 a       455     0    23     1    15
 -6.1001109576375090E-01 a       456     0    23     1    16
 -1.4371600828848290E+00 a       457     0    23     1    17
  1.2585887645649139E+00 a       458     0    23     1    18
 -3.2318289449827495E+00 a       459     0    23     1    19
 -6.4643194972852480E-01 a       460     0    23     1    20
  4.9316685442856167E-01 a       461     0    24     1     1
  7.4027420032367203E-02 a       462     0    24     1     2
  2.5654041182112985E-01 a       463     0    24     1     3
 -1.3374038188595112E+00 a       464     0    24     1     4
 -9.0254030547017916E-02 a       465     0    24     1     5
 -6.5667870690363406E-01 a       466     0    24     1     6
  9.6374358595008769E-01 a       467     0    24     1     7
 -1.8683238925972739E-01 a       468     0    24     1     8
  3.1971085457140288E-03 a       469     0    24     1     9
 -1.6966253619285349E-01 a       470     0    24     1    10
  3.5652608731679908E-01 a       471     0    24     1    11
 -6.6190006669407109E-01 a       472     0    24     1    12
  2.1929554569674249E-02 a       473     0    24     1    13
 -8.8359775519616723E-01 a       474     0    24     1    14
  2.1234254681083048E-01 a       475     0    24     1    15
 -2.2296272124074953E-01 a       476     0    24     1    16
 -7.3912456260879023E-01 a       477     0    24     1    17
 -6.0352538214709661E-01 a       478     0    24     1    18
  1.1326934297560107E-02 a       479     0    24     1    19
 -3.5840735562417722E-02 a       480     0    24     1    20
 -9.0733971843293915E-01 a       481     0    25     1     1
 -2.1928822992024707E-01 a       482     0    25     1     2
 -4.1091388712323995E-01 a       483     0    25     1     3
  1.3615156481612929E+00 a       484     0    25     1     4
  3.4602364156604865E-01 a       485     0    25     1     5
  3.7917586365761491E-01 a       486     0    25     1     6
 -1.3176489437023600E+00 a       487     0    25     1     7
 -1.7863742956596856E-01 a       488     0    25     1     8
 -5.5952996794543486E-01 a       489     0    25     1     9
  2.2574500080343615E-02 a       490     0    25     1    10
  8.3141300013136610E-01 a       491     0    25     1    11
  6.0737889320869742E-01 a       492     0    25     1    12
 -5.5309062628936007E-02 a       493     0    25     1    13
  6.2421920827423150E-01 a       494     0    25     1    14
  3.7342934050917909E-01 a       495     0    25     1    15
  4.2333820066216686E-02 a       496     0    25     1    16
  5.9758988569769944E-01 a       497     0    25     1    17
 -2.3428663134920563E-01 a       498     0    25     1    18
  3.3430584776821626E-01 a       499     0    25     1    19
  2.4154366435866320E-01 a       500     0    25     1    20
  1.7830563376516435E+00 a       501     0    26     1     1
 -5.6021489136117220E-01 a       502     0    26     1     2
  2.5966296672382838E+00 a       503     0    26     1     3
 -2.0316224346394733E+00 a       504     0    26     1     4
  2.2157794802864283E+00 a       505     0    26     1     5
  1.3930844248825363E+00 a       506     0    26     1     6
 -8.7356014610136257E-02 a       507     0    26     1     7
 -5.0355445356774964E-01 a       508     0    26     1     8
 -8.5652123336638775E-01 a       509     0    26     1     9
 -1.5782039555652541E-01 a       510     0    26     1    10
 -6.3651205859265603E-01 a       511     0    26     1    11
 -8.9076270801904844E-01 a       512     0    26     1    12
  6.6066053097807909E-01 a       513     0    26     1    13
 -8.4269696668850735E-01 a       514     0    26     1    14
  1.2006748628023074E+00 a       515     0    26     1    15
 -4.2443962240989869E-02 a       516     0    26     1    16
  1.2370286936997095E+00 a       517     0    26     1    17
 -4.6597224661436704E-01 a       518     0    26     1    18
  2.2920813901194346E+00 a       519     0    26     1    19
  1.3310492053261547E+00 a       520     0    26     1    20
 -2.5194013676226779E-01 a       521     0    27     1     1
 -5.6918915376116617E-02 a       522     0    27     1     2
  2.6090342969148816E-01 a       523     0    27     1     3
  8.9671230498102916E-01 a       524     0    27     1     4
 -6.0719199084642128E-01 a       525     0    27     1     5
 -7.4718823387186317E-01 a       526     0    27     1     6
  6.7416853642539742E-01 a       527     0    27     1     7
 -8.9478989332594960E-02 a       528     0    27     1     8
 -1.4772789435031289E-01 a       529     0    27     1     9
 -1.8635039112334201E-01 a       530     0    27     1    10
