################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.3698884646781293E+00 a        99     0     5     1    19
  2.0610407770126182E-01 a       100     0     5     1    20
  2.2435343111445571E+00 a       101     0     6     1     1
 -1.5124933749306693E+00 a       102     0     6     1     2
 -1.7250046933927279E+00 a       103     0     6     1     3
  6.7829229299385518E-01 a       104     0     6     1     4
  1.9714264594899034E-01 a       105     0     6     1     5
  1.8247975513446797E+00 a       106     0     6     1     6
 -1.1989196867436656E+00 a       107     0     6     1     7
 -1.2010314439560013E-01 a       108     0     6     1     8
 -8.5865790737656145E-01 a       109     0     6     1     9
  1.2093880031953386E+00 a       110     0     6     1    10
 -3.2946503088177220E-01 a       111     0     6     1    11
  3.1008774161682946E+00 a       112     0     6     1    12
 -1.7157790022938315E+00 a       113     0     6     1    13
  1.5188233465063566E-01 a       114     0     6     1    14
  2.6265664148697803E+00 a       115     0     6     1    15
  2.8050578106605206E-01 a       116     0     6     1    16
  1.0532633015367192E+00 a       117     0     6     1    17
 -8.4077085573727528E-01 a       118     0     6     1    18
  1.7944243597381309E+00 a       119     0     6     1    19
  7.8384692851349180E-01 a       120     0     6     1    20
 -3.5488926400474790E+00 a       121     0     7     1     1
 -2.0351528698342549E+00 a       122     0     7     1     2
  9.6954390955650505E-01 a       123     0     7     1     3
  7.7078467257309635E-01 a       124     0     7     1     4
 -9.3615502029630460E-01 a       125     0     7     1     5
  5.8237461846012095E-01 a       126     0     7     1     6
  2.5977759888550961E-01 a       127     0     7     1     7
  4.1110513770318408E-01 a       128     0     7     1     8
  1.1556496800057527E+00 a       129     0     7     1     9
 -2.5947201745847859E+00 a       130     0     7     1    10
 -1.7575333603177854E+00 a       131     0     7     1    11
  1.7770866565051331E+00 a       132     0     7     1    12
  3.3956839622569550E+00 a       133     0     7     1    13
  5.5891858818558671E+00 a       134     0     7     1    14
  1.5049871553795293E+00 a       135     0     7     1    15
 -2.4059507740189838E+00 a       136     0     7     1    16
  1.3328740049663281E+00 a       137     0     7     1    17
 -1.1499838149664188E+00 a       138     0     7     1    18
  1.6143650812734593E+00 a       139     0     7     1    19
  1.2912935996437422E+00 a       140     0     7     1    20
 -5.2315731058056869E-01 a       141     0     8     1     1
  1.2018161737432649E-01 a       142     0     8     1     2
 -2.9487000892022525E-01 a       143     0     8     1     3
  8.2911783506303605E-01 a       144     0     8     1     4
 -1.1884167516479351E+00 a       145     0     8     1     5
 -4.9002547268354169E-01 a       146     0     8     1     6
 -6.4874635466179842E-01 a       147     0     8     1     7
 -2.1811075734210852E+00 a       148     0     8     1     8
  2.0465156958120367E+00 a       149     0     8     1     9
 -1.4186565148899253E+00 a       150     0     8     1    10
 -4.4671470124768140E+00 a       151     0     8     1    11
 -1.9168815671691104E+00 a       152     0     8     1    12
  9.5364669618295361E-01 a       153     0     8     1    13
  1.1471013680092079E+00 a       154     0     8     1    14
 -1.7876975942249909E+00 a       155     0     8     1    15
  3.3614370786977110E-01 a       156     0     8     1    16
  1.4923079750293196E+00 a       157     0     8     1    17
  8.1574262289517008E-01 a       158     0     8     1    18
 -1.6736451876355720E+00 a       159     0     8     1    19
 -1.6491140880741912E+00 a       160     0     8     1    20
  7.7399712665552989E-01 a       161     0     9     1     1
  3.2994747519181846E+00 a       162     0     9     1     2
 -1.2349653958884836E+00 a       163     0     9     1     3
 -6.8522380537454997E-01 a       164     0     9     1     4
  1.0590036903586768E+00 a       165     0     9     1     5
 -9.1592306372942500E-01 a       166     0     9     1     6
 -1.8659574418533914E-01 a       167     0     9     1     7
 -2.9839047425313830E-01 a       168     0     9     1     8
  1.4984572087672916E+00 a       169     0     9     1     9
  5.8845636728482564E-01 a       170     0     9     1    10
  1.8411717571775559E+00 a       171     0     9     1    11
  5.6099638273387631E-01 a       172     0     9     1    12
 -2.9739319701491205E+00 a       173     0     9     1    13
 -3.4356534425468763E+00 a       174     0     9     1    14
 -5.4376086510134269E-01 a       175     0     9     1    15
  9.7980505082400815E-01 a       176     0     9     1    16
 -2.0934708482752762E+00 a       177     0     9     1    17
 -8.1775915782730357E-01 a       178     0     9     1    18
 -2.2611669273159287E+00 a       179     0     9     1    19
 -3.0241190792984579E-01 a       180     0     9     1    20
 -5.4220615823616800E-02 a       181     0    10     1     1
  3.9579518018090903E-01 a       182     0    10     1     2
  4.0009301484802839E-01 a       183     0    10     1     3
 -2.4144034381077054E-01 a       184     0    10     1     4
  1.3822160419664866E+00 a       185     0    10     1     5
  7.3135486635213287E-01 a       186     0    10     1     6
  1.3034585796640636E+00 a       187     0    10     1     7
  1.7036813795097507E+00 a       188     0    10     1     8
 -5.0328862861707924E-01 a       189     0    10     1     9
 -1.7724615385379672E+00 a       190     0    10     1    10
  1.5666992856766075E+00 a       191     0    10     1    11
 -1.4350778263042790E-02 a       192     0    10     1    12
 -3.7529031505310662E-01 a       193     0    10     1    13
 -5.8032893064357838E-01 a       194     0    10     1    14
 -4.0218495022729162E-01 a       195     0    10     1    15
 -6.9909760699001300E-01 a       196     0    10     1    16
 -6.3683878849855446E-01 a       197     0    10     1    17
  2.4427980212642028E-01 a       198     0    10     1    18
  7.8216510674255801E-01 a       199     0    10     1    19
 -3.4604608421566224E-01 a       200     0    10     1    20
 -9.9732528667302076E-02 a       201     0    11     1     1
 -3.0492043925354180E+00 a       202     0    11     1     2
  2.1504765720686886E-01 a       203     0    11     1     3
  5.0038514294553837E-01 a       204     0    11     1     4
  7.5704518051455150E-01 a       205     0    11     1     5
  2.4770943377303350E-01 a       206     0    11     1     6
 -1.2002209816257992E+00 a       207     0    11     1     7
 -1.5291043449954989E+00 a       208     0    11     1     8
  1.4732753716312634E+00 a       209     0    11     1     9
  1.3008900688135050E+00 a       210     0    11     1    10
 -9.0725965358082383E-01 a       211     0    11     1    11
 -9.7668373255392449E-01 a       212     0    11     1    12
  1.4171032291785950E+00 a       213     0    11     1    13
  2.1548357630324841E+00 a       214     0    11     1    14
  3.2303582926437385E-01 a       215     0    11     1    15
 -2.6414857395446285E+00 a       216     0    11     1    16
  4.2213377536941037E+00 a       217     0    11     1    17
  2.8921056339110205E+00 a       218     0    11     1    18
  2.0816419430802333E+00 a       219     0    11     1    19
 -5.6373017117175073E-01 a       220     0    11     1    20
 -4.1691694026683190E-01 a       221     0    12     1     1
 -7.2985209083088565E-01 a       222     0    12     1     2
  9.8045673124550670E-01 a       223     0    12     1     3
 -3.0094353401819107E-01 a       224     0    12     1     4
 -5.8975741856692931E-01 a       225     0    12     1     5
 -9.7041059343940228E-01 a       226     0    12     1     6
 -1.4325462002893576E+00 a       227     0    12     1     7
 -1.1859396944290526E+00 a       228     0    12     1     8
  1.4145312393512260E-01 a       229     0    12     1     9
  4.8392266658107799E+00 a       230     0    12     1    10
 -1.3702016499020508E+00 a       231     0    12     1    11
 -9.6506725346953282E-01 a       232     0    12     1    12
  1.7719462352659507E-01 a       233     0    12     1    13
 -1.1329595744076243E-01 a       234     0    12     1    14
  1.0183777241726666E-01 a       235     0    12     1    15
  4.8726180811300984E-01 a       236     0    12     1    16
  1.0160962206549602E+00 a       237     0    12     1    17
 -1.9787017742865970E-01 a       238     0    12     1    18
 -2.8257134981613299E+00 a       239     0    12     1    19
 -4.2745383082705041E-01 a       240     0    12     1    20
  1.0572902323737188E-01 a       241     0    13     1     1
  1.2560302828278642E+00 a       242     0    13     1     2
 -3.6958674084792370E-01 a       243     0    13     1     3
 -1.5164467725746253E-01 a       244     0    13     1     4
 -3.3744416765244922E-01 a       245     0    13     1     5
 -4.7462549039882990E-01 a       246     0    13     1     6
  2.9269145964825416E-01 a       247     0    13     1     7
  1.6875657790203624E+00 a       248     0    13     1     8
 -6.8578284167593517E-01 a       249     0    13     1     9
 -2.7695047743531735E+00 a       250     0    13     1    10
  8.2136036748713628E-02 a       251     0    13     1    11
  8.5337368238841960E-01 a       252     0    13     1    12
 -1.0035775563950464E+00 a       253     0    13     1    13
 -1.6967335490579691E+00 a       254     0    13     1    14
 -3.0685830844172352E-01 a       255     0    13     1    15
  2.0444894252025394E+00 a       256     0    13     1    16
 -3.5772433347410089E+00 a       257     0    13     1    17
 -5.4672532339487778E-01 a       258     0    13     1    18
 -2.6256824283141231E+00 a       259     0    13     1    19
  8.4328772599291735E-01 a       260     0    13     1    20
  5.3214076592395076E-02 a       261     0    14     1     1
  6.9879252716238960E-01 a       262     0    14     1     2
 -4.0290321667384188E-01 a       263     0    14     1     3
  1.5243997198934780E-03 a       264     0    14     1     4
  7.7231967431921414E-02 a       265     0    14     1     5
  2.5974669198563269E-02 a       266     0    14     1     6
  5.7002308089829379E-01 a       267     0    14     1     7
  8.6224956199017566E-01 a       268     0    14     1     8
 -1.3525330661602020E-01 a       269     0    14     1     9
 -1.2289023709043947E+00 a       270     0    14     1    10
  7.3158846237477135E-02 a       271     0    14     1    11
  5.1831130174949192E-01 a       272     0    14     1    12
 -3.8983415931847648E-01 a       273     0    14     1    13
  1.1540579090144427E-01 a       274     0    14     1    14
  1.0123733626280104E-01 a       275     0    14     1    15
 -1.6363358684196110E-03 a       276     0    14     1    16
 -6.9437040340852274E-01 a       277     0    14     1    17
 -5.1017736951229753E-01 a       278     0    14     1    18
  1.5186117226959350E+00 a       279     0    14     1    19
 -2.9797545493795691E-01 a       280     0    14     1    20
  5.6803757269653588E-01 a       281     0    15     1     1
 -3.0420383529339745E-01 a       282     0    15     1     2
  3.4039023353388786E-01 a       283     0    15     1     3
 -3.1725101971849617E-01 a       284     0    15     1     4
  1.2834680501758289E-01 a       285     0    15     1     5
 -1.8769718800303637E-02 a       286     0    15     1     6
 -6.2890844558504488E-01 a       287     0    15     1     7
 -7.5926738064217125E-01 a       288     0    15     1     8
 -1.7463823329839592E-01 a       289     0    15     1     9
  9.4503594807741986E-01 a       290     0    15     1    10
  4.0108357582870025E-01 a       291     0    15     1    11
 -5.9703465351971952E-01 a       292     0    15     1    12
  4.7312845281741317E-02 a       293     0    15     1    13
  5.5467411735825742E-02 a       294     0    15     1    14
 -1.4415000848684639E-01 a       295     0    15     1    15
 -2.9651176305686155E-01 a       296     0    15     1    16
  7.6507023194078649E-01 a       297     0    15     1    17
  2.2212798217879295E-01 a       298     0    15     1    18
  7.0453563615316228E-01 a       299     0    15     1    19
 -5.5188696263955860E-02 a       300     0    15     1    20
 -1.3442873747498066E-01 a       301     0    16     1     1
 -3.0203012389647066E-01 a       302     0    16     1     2
  3.7707964678170558E-01 a       303     0    16     1     3
 -1.1350350675489587E-01 a       304     0    16     1     4
  7.2270474603785217E-02 a       305     0    16     1     5
  5.1088180270102340E-02 a       306     0    16     1     6
 -1.8399241304106728E-01 a       307     0    16     1     7
 -6.9716297271474645E-02 a       308     0    16     1     8
 -3.3289779028726596E-02 a       309     0    16     1     9
  1.2845392835658773E+00 a       310     0    16     1    10
 -3.4529826571677463E-01 a       311     0    16     1    11
 -2.2300294635038728E-01 a       312     0    16     1    12
  7.1831868607858368E-02 a       313     0    16     1    13
 -2.0803021293958175E-02 a       314     0    16     1    14
 -1.1487109682067673E-01 a       315     0    16     1    15
  5.9346992952643268E-03 a       316     0    16     1    16
  4.7141176575288485E-01 a       317     0    16     1    17
  4.8838508280677380E-02 a       318     0    16     1    18
 -3.1854720433321942E-01 a       319     0    16     1    19
 -3.5860318621617637E-01 a       320     0    16     1    20
 -7.9070178730210591E-02 a       321     0    17     1     1
  3.0909490525240468E-01 a       322     0    17     1     2
 -1.7852412756185509E-01 a       323     0    17     1     3
 -1.0242475613210249E+00 a       324     0    17     1     4
 -3.0195742596252556E-01 a       325     0    17     1     5
  3.1878104846953376E-01 a       326     0    17     1     6
 -3.7802894871652654E-01 a       327     0    17     1     7
  1.3517190963531802E+00 a       328     0    17     1     8
 -2.8168884111928111E-01 a       329     0    17     1     9
 -7.0488368699996229E-01 a       330     0    17     1    10
 -5.4357738518342535E-01 a       331     0    17     1    11
 -1.3422269267149048E-01 a       332     0    17     1    12
  4.3369124911729162E-01 a       333     0    17     1    13
 -7.4039004824167798E-01 a       334     0    17     1    14
  2.2017391209608780E-01 a       335     0    17     1    15
 -7.4023984504446709E-05 a       336     0    17     1    16
 -8.2483197501075001E-01 a       337     0    17     1    17
 -2.1994123861891363E-01 a       338     0    17     1    18
 -4.8234494975057468E-01 a       339     0    17     1    19
  9.4353274623785865E-01 a       340     0    17     1    20
  1.2539520544012075E-01 a       341     0    18     1     1
 -1.4648566984457410E+00 a       342     0    18     1     2
  2.9374470317683084E-02 a       343     0    18     1     3
  1.3203097885703587E+00 a       344     0    18     1     4
  7.0004061283471919E-01 a       345     0    18     1     5
  8.2266381948936526E-02 a       346     0    18     1     6
  7.4422826827370103E-01 a       347     0    18     1     7
 -7.4955067488701321E-01 a       348     0    18     1     8
  5.8595379392397184E-01 a       349     0    18     1     9
 -9.0243375668109160E-01 a       350     0    18     1    10
  5.6584234521629784E-01 a       351     0    18     1    11
 -1.9370756377582937E-01 a       352     0    18     1    12
 -2.6733400289616371E-01 a       353     0    18     1    13
  6.7172396906083387E-01 a       354     0    18     1    14
 -4.6590895641235681E-03 a       355     0    18     1    15
  5.7403395939339671E-02 a       356     0    18     1    16
  7.0016883110003247E-01 a       357     0    18     1    17
 -4.5639447204387290E-01 a       358     0    18     1    18
  4.7687283885335868E-01 a       359     0    18     1    19
 -2.5092228676757078E-01 a       360     0    18     1    20
 -6.9628173128688720E-01 a       361     0    19     1     1
  2.6191832662206854E-01 a       362     0    19     1     2
 -1.1962378016448594E+00 a       363     0    19     1     3
  1.5136712481022957E-01 a       364     0    19     1     4
  4.5698013671463045E-01 a       365     0    19     1     5
 -1.5923889451292688E+00 a       366     0    19     1     6
  6.8878134292418280E-01 a       367     0    19     1     7
 -4.7155273377115142E-02 a       368     0    19     1     8
  1.0235018733283801E+00 a       369     0    19     1     9
 -1.3784501933422244E+00 a       370     0    19     1    10
  6.2832288905594091E-01 a       371     0    19     1    11
 -1.2277261270952697E-01 a       372     0    19     1    12
  2.2340683357230956E-01 a       373     0    19     1    13
 -3.6175734317757835E-01 a       374     0    19     1    14
 -4.0025211675196465E-01 a       375     0    19     1    15
  1.0172364222601407E+00 a       376     0    19     1    16
  4.4850492930346257E-02 a       377     0    19     1    17
  7.5077942710762169E-01 a       378     0    19     1    18
 -1.5110969077224488E+00 a       379     0    19     1    19
  3.0820362376347926E-01 a       380     0    19     1    20
  1.0448328156438501E-01 a       381     0    20     1     1
 -1.0662185333864115E-02 a       382     0    20     1     2
  3.9718044522768264E-01 a       383     0    20     1     3
 -1.9862153026747820E-01 a       384     0    20     1     4
 -5.8839049012440381E-01 a       385     0    20     1     5
  6.6646256102374968E-01 a       386     0    20     1     6
 -4.3292686061655039E-01 a       387     0    20     1     7
  2.0292998799733442E-02 a       388     0    20     1     8
 -5.9555469999094390E-01 a       389     0    20     1     9
  1.0294741587458307E+00 a       390     0    20     1    10
  1.7967664783327352E-02 a       391     0    20     1    11
 -1.9607112335309163E-01 a       392     0    20     1    12
  2.8402411792799148E-01 a       393     0    20     1    13
  2.9784523022642351E-01 a       394     0    20     1    14
  2.1516462486494076E-01 a       395     0    20     1    15
 -2.8485802801413246E-01 a       396     0    20     1    16
 -2.1126958265377249E-01 a       397     0    20     1    17
 -6.5486491419413595E-01 a       398     0    20     1    18
 -6.2791411949405546E-02 a       399     0    20     1    19
  4.3983384266320452E-01 a       400     0    20     1    20
  2.4848496802481257E-01 a       401     0    21     1     1
 -2.5658238006865580E-01 a       402     0    21     1     2
  3.8334054960121017E-01 a       403     0    21     1     3
  1.2078289331428405E+00 a       404     0    21     1     4
  3.7593310653981271E-01 a       405     0    21     1     5
 -2.2353510363658921E-01 a       406     0    21     1     6
  9.6374563802777680E-01 a       407     0    21     1     7
 -1.1013426652142038E+00 a       408     0    21     1     8
  1.5061394193349803E-01 a       409     0    21     1     9
 -1.2226320085684356E-01 a       410     0    21     1    10
  4.3541388964534539E-01 a       411     0    21     1    11
  1.7361041698836158E-01 a       412     0    21     1    12
 -6.9231462466782734E-01 a       413     0    21     1    13
  1.0700598159921693E+00 a       414     0    21     1    14
  6.1130587186780182E-02 a       415     0    21     1    15
  2.8790508120931391E-01 a       416     0    21     1    16
  2.5200090958187971E-01 a       417     0    21     1    17
  2.8071820764572925E-01 a       418     0    21     1    18
  4.3893133057323919E-01 a       419     0    21     1    19
 -7.1170712420030224E-01 a       420     0    21     1    20
 -3.0366570597038783E-01 a       421     0    22     1     1
  9.1006386207523837E-01 a       422     0    22     1     2
 -7.8047773602314728E-03 a       423     0    22     1     3
 -7.0494540072365930E-01 a       424     0    22     1     4
 -4.2078201079350103E-01 a       425     0    22     1     5
  5.8656902782675147E-01 a       426     0    22     1     6
 -4.8283673519827086E-01 a       427     0    22     1     7
 -8.9912382649479872E-02 a       428     0    22     1     8
 -8.9417005390461901E-01 a       429     0    22     1     9
  9.6273023342834452E-01 a       430     0    22     1    10
 -1.6207184653303230E+00 a       431     0    22     1    11
 -1.0067894258679042E+00 a       432     0    22     1    12
 -5.8322938621909692E-01 a       433     0    22     1    13
 -2.6604710878971594E-01 a       434     0    22     1    14
  3.3217310518157767E-02 a       435     0    22     1    15
  7.5720537840080004E-01 a       436     0    22     1    16
 -1.6177210301387770E-01 a       437     0    22     1    17
  9.9944421585571042E-02 a       438     0    22     1    18
  1.6544090314449045E+00 a       439     0    22     1    19
  5.8472161109353674E-02 a       440     0    22     1    20
  3.3534447074841212E-01 a       441     0    23     1     1
  2.7138575838733597E-01 a       442     0    23     1     2
  2.7601276891261760E-02 a       443     0    23     1     3
 -1.0366053530478307E+00 a       444     0    23     1     4
 -5.7322889874234972E-01 a       445     0    23     1     5
 -4.7256071577536968E-01 a       446     0    23     1     6
 -5.4700359939318410E-01 a       447     0    23     1     7
  7.1445682223354223E-01 a       448     0    23     1     8
 -1.9033398651275646E+00 a       449     0    23     1     9
  3.1848907682552623E+00 a       450     0    23     1    10
  5.7371285623856028E-01 a       451     0    23     1    11
 -4.3644296239815574E+00 a       452     0    23     1    12
 -1.0424527253793001E+00 a       453     0    23     1    13
  6.4864658326157187E-01 a       454     0    23     1    14
 -1.4683162251596322E+00 a       455     0    23     1    15
  8.0588511910467364E-01 a       456     0    23     1    16
 -1.2068969242465704E+00 a       457     0    23     1    17
 -2.2468900558529517E+00 a       458     0    23     1    18
 -1.8968937850945995E+00 a       459     0    23     1    19
  9.6816387929303982E-01 a       460     0    23     1    20
 -2.2796252624369691E-02 a       461     0    24     1     1
 -1.0045091763383680E+00 a       462     0    24     1     2
 -2.6982885601393813E-01 a       463     0    24     1     3
 -3.4758083070570112E-01 a       464     0    24     1     4
  1.1116407785810052E+00 a       465     0    24     1     5
 -4.0518144042833032E-01 a       466     0    24     1     6
  5.2777381055317840E-01 a       467     0    24     1     7
 -1.4321347856846638E+00 a       468     0    24     1     8
 -1.1589132895919065E+00 a       469     0    24     1     9
 -1.7048394530867463E+00 a       470     0    24     1    10
  2.5278335120636779E+00 a       471     0    24     1    11
  7.0918211464891712E-01 a       472     0    24     1    12
  7.2342776717216917E-01 a       473     0    24     1    13
 -8.8766750758324520E-01 a       474     0    24     1    14
  2.6530635984784584E-01 a       475     0    24     1    15
  2.9404921366564918E-01 a       476     0    24     1    16
 -2.2177987179953587E-01 a       477     0    24     1    17
 -1.9205403023133263E-01 a       478     0    24     1    18
  6.2690576334028625E-01 a       479     0    24     1    19
  4.6980648179391821E-01 a       480     0    24     1    20
 -5.7472659829130024E-01 a       481     0    25     1     1
  7.9314678434726582E-01 a       482     0    25     1     2
 -2.4773892569144715E-01 a       483     0    25     1     3
 -3.8434055733622607E-01 a       484     0    25     1     4
 -1.2424003708598710E+00 a       485     0    25     1     5
  7.9514751718442844E-01 a       486     0    25     1     6
 -2.9733744110208606E-03 a       487     0    25     1     7
  6.6654601959889603E-01 a       488     0    25     1     8
 -7.4222107504634982E-01 a       489     0    25     1     9
  2.0640177584635433E+00 a       490     0    25     1    10
 -1.4836131557629240E+00 a       491     0    25     1    11
 -1.0553877243190315E+00 a       492     0    25     1    12
  1.3005439121498014E-01 a       493     0    25     1    13
  1.4523909619966786E+00 a       494     0    25     1    14
  4.8775345280580790E-01 a       495     0    25     1    15
  9.1665630331521530E-01 a       496     0    25     1    16
  6.6047450554131873E-02 a       497     0    25     1    17
  2.0263607067987386E+00 a       498     0    25     1    18
  6.4575645954759897E-01 a       499     0    25     1    19
 -7.6656603170355830E-01 a       500     0    25     1    20
 -1.2952556543626143E-01 a       501     0    26     1     1
 -1.2612363656668917E+00 a       502     0    26     1     2
 -4.9623276052087478E-01 a       503     0    26     1     3
  1.5277353591565264E+00 a       504     0    26     1     4
  1.1149491530900204E+00 a       505     0    26     1     5
 -5.6387375829873521E-01 a       506     0    26     1     6
  1.3552950681076368E+00 a       507     0    26     1     7
 -2.1429875418117823E+00 a       508     0    26     1     8
  1.2286503196798422E+00 a       509     0    26     1     9
  1.3551988362418294E-01 a       510     0    26     1    10
 -5.0334999465726427E-01 a       511     0    26     1    11
  1.1042612429609160E+00 a       512     0    26     1    12
 -9.7159251172326067E-01 a       513     0    26     1    13
  1.6264864368840513E+00 a       514     0    26     1    14
 -2.9960761304953842E-02 a       515     0    26     1    15
 -1.3623653029931135E+00 a       516     0    26     1    16
  1.1088656875169358E+00 a       517     0    26     1    17
  5.4483327493696654E-01 a       518     0    26     1    18
  6.6622634893237165E-01 a       519     0    26     1    19
 -1.4044687377019360E-01 a       520     0    26     1    20
  2.1897664919533444E+00 a       521     0    27     1     1
  1.1187518509043408E+00 a       522     0    27     1     2
  8.1513805027430242E-01 a       523     0    27     1     3
  1.1907023240408240E-01 a       524     0    27     1     4
 -3.6005881488205027E-01 a       525     0    27     1     5
  6.6829494130454048E-01 a       526     0    27     1     6
  6.2932665994285975E-01 a       527     0    27     1     7
  1.2739320957500151E+00 a       528     0    27     1     8
  2.8550487925866563E-01 a       529     0    27     1     9
 -2.6942719708614846E+00 a       530     0    27     1    10
