################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.2747486896922688E+00 a       133     0     7     1    13
  1.6836932217721842E-01 a       134     0     7     1    14
  6.0277190606150981E+00 a       135     0     7     1    15
 -7.1076462414076136E-01 a       136     0     7     1    16
 -5.1257618254847459E-01 a       137     0     7     1    17
 -5.5305897177371932E-01 a       138     0     7     1    18
 -4.8609103835097661E-01 a       139     0     7     1    19
 -2.8069951636218273E+00 a       140     0     7     1    20
 -8.3923260115949416E-02 a       141     0     8     1     1
 -2.9120967935636211E+00 a       142     0     8     1     2
 -2.1329628947498604E+00 a       143     0     8     1     3
  1.0975330149435891E+00 a       144     0     8     1     4
 -1.1741825843941882E+00 a       145     0     8     1     5
  2.4562571639950672E+00 a       146     0     8     1     6
 -3.1113338775912340E+00 a       147     0     8     1     7
 -2.2539795790065646E+00 a       148     0     8     1     8
  1.4067021054396587E+00 a       149     0     8     1     9
  1.6354846524583275E+00 a       150     0     8     1    10
  7.7348029528428799E-02 a       151     0     8     1    11
  1.7597115866738740E+00 a       152     0     8     1    12
  3.0243658257405348E-01 a       153     0     8     1    13
 -8.4363215083755860E-01 a       154     0     8     1    14
 -5.2046737453105518E-01 a       155     0     8     1    15
  1.7370863169051012E+00 a       156     0     8     1    16
 -1.4290174367393131E+00 a       157     0     8     1    17
  1.1981192430843290E+00 a       158     0     8     1    18
  8.7283915392005540E-01 a       159     0     8     1    19
  1.2084966885529387E+00 a       160     0     8     1    20
 -1.7539970200254638E+00 a       161     0     9     1     1
  3.0427935662591334E+00 a       162     0     9     1     2
  5.0398670334272511E-01 a       163     0     9     1     3
  8.3661839950079064E-01 a       164     0     9     1     4
 -1.7762351734079989E+00 a       165     0     9     1     5
  1.5935886038399758E+00 a       166     0     9     1     6
  2.1113297683742194E+00 a       167     0     9     1     7
  2.0414016563095250E+00 a       168     0     9     1     8
  2.6804855778531738E+00 a       169     0     9     1     9
 -1.8943963212638035E+00 a       170     0     9     1    10
 -1.6626631583771507E+00 a       171     0     9     1    11
 -1.8881064733444466E+00 a       172     0     9     1    12
  3.1680382978889993E-01 a       173     0     9     1    13
 -1.1861178300681112E+00 a       174     0     9     1    14
  4.5778649454247278E-01 a       175     0     9     1    15
 -1.5813039876729602E+00 a       176     0     9     1    16
  2.3047121480025146E+00 a       177     0     9     1    17
  7.6087986421750609E-01 a       178     0     9     1    18
 -5.4509689811040229E-01 a       179     0     9     1    19
 -1.1346192398644623E+00 a       180     0     9     1    20
 -2.6335440728051305E+00 a       181     0    10     1     1
  3.0903944381585489E+00 a       182     0    10     1     2
 -8.7965976846066141E-01 a       183     0    10     1     3
  6.4212249957459402E-02 a       184     0    10     1     4
  3.2422701089514805E-01 a       185     0    10     1     5
  5.5612762536391602E-01 a       186     0    10     1     6
  1.1508027251997874E-01 a       187     0    10     1     7
  2.5261971505140551E-01 a       188     0    10     1     8
  1.1377113299636685E+00 a       189     0    10     1     9
 -1.4724279442187340E+00 a       190     0    10     1    10
 -2.4250420573403764E+00 a       191     0    10     1    11
  1.3470249268866250E-01 a       192     0    10     1    12
  9.4767381870289380E-01 a       193     0    10     1    13
  8.4686437295131067E-01 a       194     0    10     1    14
 -1.4950786686452162E+00 a       195     0    10     1    15
  1.5394177845611184E-01 a       196     0    10     1    16
  7.3516732135428708E-01 a       197     0    10     1    17
 -1.1076404442085620E-01 a       198     0    10     1    18
 -1.1253584933021274E-01 a       199     0    10     1    19
  1.6774992444402308E+00 a       200     0    10     1    20
  7.8483941386362677E-01 a       201     0    11     1     1
 -2.2294535234871691E+00 a       202     0    11     1     2
 -4.5756392840020416E-01 a       203     0    11     1     3
  3.0409418488154522E-01 a       204     0    11     1     4
  3.7271411666105608E-01 a       205     0    11     1     5
 -5.8959209883084283E+00 a       206     0    11     1     6
  2.2648100310191741E-01 a       207     0    11     1     7
 -2.1040231407259391E+00 a       208     0    11     1     8
 -2.0565557115332456E+00 a       209     0    11     1     9
  1.5696600001564813E+00 a       210     0    11     1    10
  1.4458414943540249E-01 a       211     0    11     1    11
  1.6794421607846926E+00 a       212     0    11     1    12
  5.4877260529467953E-01 a       213     0    11     1    13
 -2.5612199260758683E-01 a       214     0    11     1    14
 -8.8343236947524340E-01 a       215     0    11     1    15
  1.6349952563012278E+00 a       216     0    11     1    16
 -5.5603203258098399E-01 a       217     0    11     1    17
  1.1117451098294422E+00 a       218     0    11     1    18
  2.8322306432645739E-01 a       219     0    11     1    19
 -1.0852932901420320E+00 a       220     0    11     1    20
  8.4674980882819884E-01 a       221     0    12     1     1
 -2.1161801567751075E+00 a       222     0    12     1     2
  3.9426474225717906E-01 a       223     0    12     1     3
  2.1081868898074729E-01 a       224     0    12     1     4
 -4.3288464484749134E-01 a       225     0    12     1     5
 -2.3432298830616666E-01 a       226     0    12     1     6
 -1.0535066582106571E+00 a       227     0    12     1     7
 -5.7863512004936633E-02 a       228     0    12     1     8
 -2.2510725227964348E-01 a       229     0    12     1     9
 -8.8144788122659315E-02 a       230     0    12     1    10
  4.4486359778712042E-01 a       231     0    12     1    11
 -4.9349388827694163E-01 a       232     0    12     1    12
 -1.6543773584038127E-01 a       233     0    12     1    13
 -1.6944899759881077E-01 a       234     0    12     1    14
  4.8738788864146232E-02 a       235     0    12     1    15
 -1.9144425909725571E-01 a       236     0    12     1    16
 -1.2495617494780258E-01 a       237     0    12     1    17
  3.7778354395318470E-01 a       238     0    12     1    18
  1.6697469606929299E-01 a       239     0    12     1    19
 -1.2317155782788298E+00 a       240     0    12     1    20
 -1.2828728413201820E-01 a       241     0    13     1     1
  3.8511120983535052E-01 a       242     0    13     1     2
  7.4367810027726866E-01 a       243     0    13     1     3
 -6.3026089854032030E-01 a       244     0    13     1     4
 -1.8247476142850416E-01 a       245     0    13     1     5
  2.4879727192241927E+00 a       246     0    13     1     6
 -6.3186053657208097E-01 a       247     0    13     1     7
  1.1384950398619378E+00 a       248     0    13     1     8
  9.0787273231933652E-01 a       249     0    13     1     9
 -1.3527761203451973E+00 a       250     0    13     1    10
  6.4410355363830732E-02 a       251     0    13     1    11
 -7.9124979328526457E-01 a       252     0    13     1    12
 -2.4804961549743446E-01 a       253     0    13     1    13
 -6.1379658218647648E-01 a       254     0    13     1    14
  2.0488680448560226E-01 a       255     0    13     1    15
 -6.5802527455953730E-01 a       256     0    13     1    16
 -4.4921924472013824E-01 a       257     0    13     1    17
  8.2788230149341002E-02 a       258     0    13     1    18
  6.3616913780182680E-02 a       259     0    13     1    19
 -8.8652678210548830E-01 a       260     0    13     1    20
 -1.2702737212994910E+00 a       261     0    14     1     1
  1.4483944491688538E+00 a       262     0    14     1     2
 -5.8216192425144232E-02 a       263     0    14     1     3
  3.4899237882197587E-01 a       264     0    14     1     4
  5.7596237986250876E-01 a       265     0    14     1     5
 -2.0946224151061665E+00 a       266     0    14     1     6
  1.2099924536517093E+00 a       267     0    14     1     7
 -7.8493791820282932E-02 a       268     0    14     1     8
  5.6078736741572655E-01 a       269     0    14     1     9
 -1.2306114283759134E-01 a       270     0    14     1    10
  5.1515237827917593E-01 a       271     0    14     1    11
  4.3995770878068896E-01 a       272     0    14     1    12
 -3.5364075450870353E-01 a       273     0    14     1    13
 -2.8888470863697746E-01 a       274     0    14     1    14
  6.4219201977624563E-01 a       275     0    14     1    15
  1.0254799184237187E+00 a       276     0    14     1    16
 -7.8224074621879780E-01 a       277     0    14     1    17
  8.3699924306830389E-02 a       278     0    14     1    18
 -2.3588364678394047E-01 a       279     0    14     1    19
  1.8160534587758008E+00 a       280     0    14     1    20
  1.0558001152037520E-01 a       281     0    15     1     1
  5.4440163750138482E-01 a       282     0    15     1     2
 -9.9097946342001766E-02 a       283     0    15     1     3
  3.1618401766997101E-01 a       284     0    15     1     4
  6.4355097703451525E-01 a       285     0    15     1     5
  6.1447541382051041E-01 a       286     0    15     1     6
  6.8688745619718894E-01 a       287     0    15     1     7
 -1.9490765053397241E-01 a       288     0    15     1     8
 -2.8132302012598237E-01 a       289     0    15     1     9
  1.4935796280985585E+00 a       290     0    15     1    10
  1.0605909390286213E-01 a       291     0    15     1    11
 -2.9101879454552469E-02 a       292     0    15     1    12
  4.0896039584325911E-01 a       293     0    15     1    13
  3.8022437248146174E-01 a       294     0    15     1    14
  4.5002043845333628E-02 a       295     0    15     1    15
  6.9366302964159443E-01 a       296     0    15     1    16
  6.3522504182936901E-01 a       297     0    15     1    17
  1.8976199121779261E-01 a       298     0    15     1    18
  3.6971492996150884E-01 a       299     0    15     1    19
  1.2818133281928639E+00 a       300     0    15     1    20
 -3.5408711060555521E-02 a       301     0    16     1     1
 -1.6719467268548954E-01 a       302     0    16     1     2
  3.6234615179977336E-02 a       303     0    16     1     3
 -7.7146929603813738E-03 a       304     0    16     1     4
 -8.3550943744568423E-02 a       305     0    16     1     5
  2.0868383315920442E+00 a       306     0    16     1     6
  7.6209684291085295E-02 a       307     0    16     1     7
  4.9840373961972939E-01 a       308     0    16     1     8
  1.2745666751624224E-01 a       309     0    16     1     9
 -2.5664948849602781E-01 a       310     0    16     1    10
 -1.9984749723964065E-01 a       311     0    16     1    11
 -2.6082743070267023E-01 a       312     0    16     1    12
  2.0161075783367288E-02 a       313     0    16     1    13
  2.7638330334411426E-01 a       314     0    16     1    14
  5.9844994964292064E-01 a       315     0    16     1    15
  7.7771952606901076E-02 a       316     0    16     1    16
  2.0212582618235242E-01 a       317     0    16     1    17
  5.9783551813191595E-02 a       318     0    16     1    18
 -5.2866074337103254E-02 a       319     0    16     1    19
 -1.4853190713229765E+00 a       320     0    16     1    20
  4.7469737388433492E-02 a       321     0    17     1     1
  2.4074252064530033E-01 a       322     0    17     1     2
  1.1306015228956814E-01 a       323     0    17     1     3
  3.7213320116341625E-02 a       324     0    17     1     4
  1.9521819957812836E-01 a       325     0    17     1     5
  3.5411242167653657E-02 a       326     0    17     1     6
 -3.2144740928306804E-02 a       327     0    17     1     7
  5.1203278587050260E-01 a       328     0    17     1     8
  1.6420526244054959E-01 a       329     0    17     1     9
 -2.0931301732315602E-01 a       330     0    17     1    10
  1.0870481068009306E-01 a       331     0    17     1    11
  1.7958761288570990E-02 a       332     0    17     1    12
  3.2181887972653467E-01 a       333     0    17     1    13
 -2.3639827698365976E-01 a       334     0    17     1    14
  1.0541835187005191E-01 a       335     0    17     1    15
  3.7041618240542551E-01 a       336     0    17     1    16
 -2.7872612493969251E-01 a       337     0    17     1    17
  1.2896052480494857E-01 a       338     0    17     1    18
 -1.8359055444514863E-01 a       339     0    17     1    19
 -1.3457527569846612E+00 a       340     0    17     1    20
 -4.5304859857692364E-01 a       341     0    18     1     1
 -6.9786382722216755E-01 a       342     0    18     1     2
  7.9910615785411337E-02 a       343     0    18     1     3
 -1.0293548032245210E-01 a       344     0    18     1     4
 -2.3519356260757759E-01 a       345     0    18     1     5
 -1.7178020429690100E-01 a       346     0    18     1     6
 -3.3532240702904065E-01 a       347     0    18     1     7
  2.8964775557584083E-01 a       348     0    18     1     8
  5.2200208729085085E-01 a       349     0    18     1     9
 -8.9044727563905801E-02 a       350     0    18     1    10
  7.5220987905905945E-01 a       351     0    18     1    11
  3.5053308915643200E-01 a       352     0    18     1    12
 -1.7392115438240843E-01 a       353     0    18     1    13
 -5.7174774797756367E-01 a       354     0    18     1    14
  1.6810786373804018E-01 a       355     0    18     1    15
  3.5343568794949171E-01 a       356     0    18     1    16
 -2.2486660223007873E-01 a       357     0    18     1    17
  9.2928726438352358E-02 a       358     0    18     1    18
  2.4962222884467442E-01 a       359     0    18     1    19
  2.5183893805923446E-01 a       360     0    18     1    20
 -1.2890557221573187E-01 a       361     0    19     1     1
 -5.7872616486892743E-02 a       362     0    19     1     2
 -2.4428775604851669E-01 a       363     0    19     1     3
  7.6049821421461272E-02 a       364     0    19     1     4
 -5.0429215424399831E-01 a       365     0    19     1     5
  6.4807396328278299E-01 a       366     0    19     1     6
 -5.0582933240409900E-01 a       367     0    19     1     7
  5.6440478564672596E-02 a       368     0    19     1     8
  1.3331306526383863E-01 a       369     0    19     1     9
  2.1883941242556731E-01 a       370     0    19     1    10
 -4.5476031720958215E-01 a       371     0    19     1    11
 -3.8878815927152019E-02 a       372     0    19     1    12
  4.5662426830949443E-01 a       373     0    19     1    13
  1.0670886670256534E-01 a       374     0    19     1    14
 -3.5992113089402550E-01 a       375     0    19     1    15
 -6.3797646376214767E-01 a       376     0    19     1    16
  1.1532975120562865E-01 a       377     0    19     1    17
  2.3843114028583086E-02 a       378     0    19     1    18
  1.8978502617748291E-01 a       379     0    19     1    19
  5.6540735920229054E-02 a       380     0    19     1    20
  9.1366968470074417E-01 a       381     0    20     1     1
  1.2448256270742708E+00 a       382     0    20     1     2
  7.0457795847659932E-02 a       383     0    20     1     3
  9.8412520776503712E-02 a       384     0    20     1     4
  6.9852279954960972E-01 a       385     0    20     1     5
  1.7468284822948399E+00 a       386     0    20     1     6
  1.1100554150824209E+00 a       387     0    20     1     7
  2.7570465522692705E-01 a       388     0    20     1     8
 -8.5137196368395396E-01 a       389     0    20     1     9
 -1.6263652401137824E-01 a       390     0    20     1    10
 -1.1300198205706224E+00 a       391     0    20     1    11
 -1.0987373035336445E+00 a       392     0    20     1    12
 -1.3471309409784496E-01 a       393     0    20     1    13
  1.4703747341230298E+00 a       394     0    20     1    14
 -6.9194364948832882E-02 a       395     0    20     1    15
  4.6668506774119618E-03 a       396     0    20     1    16
  2.1416389430891258E-01 a       397     0    20     1    17
 -4.7647382358296414E-01 a       398     0    20     1    18
 -5.8989546064789167E-01 a       399     0    20     1    19
 -2.9002018523173283E+00 a       400     0    20     1    20
 -5.8872972885917996E-01 a       401     0    21     1     1
 -1.4876293553206899E+00 a       402     0    21     1     2
  4.9220376408737843E-01 a       403     0    21     1     3
  1.1599570411337974E-01 a       404     0    21     1     4
 -4.5086474291170181E-01 a       405     0    21     1     5
 -1.6018878564866277E+00 a       406     0    21     1     6
 -6.1079608528594376E-01 a       407     0    21     1     7
  7.4509387729815291E-01 a       408     0    21     1     8
  6.9960306950234796E-01 a       409     0    21     1     9
  9.0865350137809123E-02 a       410     0    21     1    10
 -3.5079819938558909E-01 a       411     0    21     1    11
  3.4150306874307379E-01 a       412     0    21     1    12
  6.9324220072168108E-01 a       413     0    21     1    13
 -9.8883003441962936E-01 a       414     0    21     1    14
 -6.1636185045318995E-02 a       415     0    21     1    15
  2.5626446973614520E-01 a       416     0    21     1    16
  5.9243218504083227E-02 a       417     0    21     1    17
 -1.2199510831154592E+00 a       418     0    21     1    18
 -2.7327740348281904E-01 a       419     0    21     1    19
 -5.9130496558417383E+00 a       420     0    21     1    20
  7.5043255714187540E-01 a       421     0    22     1     1
 -4.8344393606950593E-02 a       422     0    22     1     2
  6.2325033640540906E-01 a       423     0    22     1     3
 -4.5474313346702100E-01 a       424     0    22     1     4
  9.9872304807413559E-01 a       425     0    22     1     5
  5.1775979837866054E-02 a       426     0    22     1     6
  8.4342015669884496E-01 a       427     0    22     1     7
 -2.8532778451539192E-01 a       428     0    22     1     8
 -1.1718207628730493E+00 a       429     0    22     1     9
  5.4852804250605375E-02 a       430     0    22     1    10
  1.1905243609210650E+00 a       431     0    22     1    11
 -6.3651446106010290E-01 a       432     0    22     1    12
  2.1175731206889779E-02 a       433     0    22     1    13
  2.1012719992094393E+00 a       434     0    22     1    14
  1.1764645475583398E-01 a       435     0    22     1    15
 -2.4915902391438266E-01 a       436     0    22     1    16
  3.7038268834071358E-01 a       437     0    22     1    17
 -2.2235825729032024E-01 a       438     0    22     1    18
 -3.4693591285998104E-01 a       439     0    22     1    19
  2.3277328991665502E+00 a       440     0    22     1    20
  1.0364609429542708E+00 a       441     0    23     1     1
  5.3520654682567614E-01 a       442     0    23     1     2
 -4.2542226968779068E-01 a       443     0    23     1     3
  2.7423372203656105E-01 a       444     0    23     1     4
  4.8795471685022979E-01 a       445     0    23     1     5
  7.9024966918442949E-02 a       446     0    23     1     6
  8.9693174042090196E-01 a       447     0    23     1     7
 -9.4206650827743188E-01 a       448     0    23     1     8
 -9.7785970360063923E-01 a       449     0    23     1     9
 -1.5772108449698524E-01 a       450     0    23     1    10
 -8.7419822785832013E-01 a       451     0    23     1    11
  1.1127215058790323E-01 a       452     0    23     1    12
 -2.8714223634892239E-01 a       453     0    23     1    13
 -2.3421672622310072E-01 a       454     0    23     1    14
 -1.0825899144115023E+00 a       455     0    23     1    15
 -4.0007158339979282E-01 a       456     0    23     1    16
  7.2670581072179607E-01 a       457     0    23     1    17
  1.3078801275318923E+00 a       458     0    23     1    18
  5.3593271904109629E-01 a       459     0    23     1    19
  7.8937078269366747E+00 a       460     0    23     1    20
 -7.1958846815214128E-01 a       461     0    24     1     1
  1.0022070840396737E+00 a       462     0    24     1     2
 -2.8096475401917742E-01 a       463     0    24     1     3
  7.9278108856297780E-01 a       464     0    24     1     4
  1.7898578299876342E-01 a       465     0    24     1     5
 -5.9846224716113783E-01 a       466     0    24     1     6
  3.4813614035754720E-01 a       467     0    24     1     7
  8.4910034392436695E-01 a       468     0    24     1     8
  7.7968337748276573E-01 a       469     0    24     1     9
  2.7164138121557480E-01 a       470     0    24     1    10
 -1.0828091544647580E+00 a       471     0    24     1    11
 -5.3316242717665357E-02 a       472     0    24     1    12
  3.4025515203889584E-01 a       473     0    24     1    13
 -5.3855196667046834E-01 a       474     0    24     1    14
  2.4509618534171657E-01 a       475     0    24     1    15
  2.4590596241052304E-01 a       476     0    24     1    16
 -1.2231113317827522E-01 a       477     0    24     1    17
  1.3632063790024512E-01 a       478     0    24     1    18
 -5.3507890964335103E-01 a       479     0    24     1    19
 -3.9745798900702449E+00 a       480     0    24     1    20
  5.6701765133371350E-02 a       481     0    25     1     1
  8.8245431376518857E-01 a       482     0    25     1     2
 -2.3333914741940681E-01 a       483     0    25     1     3
  7.2335523955113640E-02 a       484     0    25     1     4
  1.3646402522429797E+00 a       485     0    25     1     5
  1.6732371762088616E+00 a       486     0    25     1     6
  1.3411865398300078E+00 a       487     0    25     1     7
 -5.4771022022410565E-01 a       488     0    25     1     8
 -1.1032752345887396E+00 a       489     0    25     1     9
 -4.6134829516921418E-02 a       490     0    25     1    10
 -8.0442635260298645E-01 a       491     0    25     1    11
 -2.8852046025097937E-02 a       492     0    25     1    12
 -1.4951889640701613E-01 a       493     0    25     1    13
  5.1051647844762738E-01 a       494     0    25     1    14
 -1.1550834814636233E+00 a       495     0    25     1    15
  1.9241090950020895E-01 a       496     0    25     1    16
  6.8971642479755835E-01 a       497     0    25     1    17
  5.5879145957343490E-01 a       498     0    25     1    18
  2.2641041454265440E-01 a       499     0    25     1    19
  3.5360606593521351E+00 a       500     0    25     1    20
  1.5181531646796040E-01 a       501     0    26     1     1
 -6.5517732053302080E-01 a       502     0    26     1     2
  1.8422748645202432E-02 a       503     0    26     1     3
 -1.2385091839421245E+00 a       504     0    26     1     4
 -3.9131709991404828E-01 a       505     0    26     1     5
  1.0173082730525316E+00 a       506     0    26     1     6
 -1.1558922840398467E+00 a       507     0    26     1     7
 -2.3514645188482927E-01 a       508     0    26     1     8
  1.4188644502067815E-01 a       509     0    26     1     9
 -3.6031737105311277E-03 a       510     0    26     1    10
  1.5144857075491946E+00 a       511     0    26     1    11
  3.3931349770549352E-01 a       512     0    26     1    12
  4.6946350768067352E-01 a       513     0    26     1    13
  3.7184223022417345E-01 a       514     0    26     1    14
  9.2474152983919367E-01 a       515     0    26     1    15
 -4.2950597018320429E-02 a       516     0    26     1    16
 -2.6853468958100513E-01 a       517     0    26     1    17
 -1.1921048602803213E+00 a       518     0    26     1    18
 -2.5733909215619932E-01 a       519     0    26     1    19
 -1.7906809024998562E+00 a       520     0    26     1    20
  8.5473881034430294E-02 a       521     0    27     1     1
  5.8608752740061598E-01 a       522     0    27     1     2
 -1.8152957444015302E-01 a       523     0    27     1     3
  1.8931003181689285E-01 a       524     0    27     1     4
 -1.3101520009286918E-01 a       525     0    27     1     5
 -1.6653303092004328E+00 a       526     0    27     1     6
 -2.7982002649748267E-01 a       527     0    27     1     7
 -5.3170622257913962E-02 a       528     0    27     1     8
  1.2960105080653303E-01 a       529     0    27     1     9
  5.8803395369901479E-02 a       530     0    27     1    10
  3.3475690004137365E-01 a       531     0    27     1    11
